uid,perc_repeat_2,perc_repeat_7,perc_repeat_30,perc_repeat_inf
3000,0.14414414414414414,0.35135135135135137,0.42342342342342343,0.43243243243243246
3001,0.19021739130434784,0.30434782608695654,0.44021739130434784,0.5516304347826086
3002,0.029411764705882353,0.19117647058823528,0.27941176470588236,0.32352941176470584
3006,0.21641791044776118,0.48507462686567165,0.6865671641791045,0.7164179104477613
3007,0.24820143884892087,0.5899280575539568,0.7841726618705036,0.8345323741007195
3008,0.2134502923976608,0.3508771929824561,0.43859649122807015,0.5380116959064327
3009,0.15467625899280577,0.3345323741007194,0.46402877697841727,0.5539568345323741
3010,0.2897196261682243,0.49065420560747663,0.5700934579439252,0.602803738317757
3011,0.016666666666666666,0.06666666666666667,0.1,0.1333333333333333
3013,0.18719211822660098,0.2955665024630542,0.37438423645320196,0.4433497536945813
3014,0.20618556701030927,0.4727540500736377,0.6730486008836525,0.7466863033873343
3015,0.22448979591836735,0.42857142857142855,0.5,0.5306122448979591
3017,0.16244239631336405,0.29493087557603687,0.39976958525345624,0.4711981566820277
3020,0.238,0.424,0.59,0.6799999999999999
3022,0.1484848484848485,0.31212121212121213,0.4636363636363636,0.5545454545454546
3024,0.09271523178807947,0.2119205298013245,0.26490066225165565,0.2847682119205298
3025,0.2140845070422535,0.5352112676056338,0.6704225352112676,0.7295774647887324
3026,0.3084886128364389,0.505175983436853,0.6169772256728778,0.7536231884057971
3027,0.5431937172774869,0.7722513089005235,0.819371727748691,0.8599476439790577
3028,0.08870967741935484,0.2446236559139785,0.4327956989247312,0.553763440860215
3029,0.2819548872180451,0.462406015037594,0.5338345864661654,0.5676691729323309
3030,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.09090909090909094
3032,0.10638297872340426,0.375886524822695,0.5673758865248227,0.6524822695035462
3034,0.3416370106761566,0.501779359430605,0.6725978647686833,0.8220640569395018
3035,0.19801980198019803,0.33663366336633666,0.42574257425742573,0.4455445544554455
3037,0.49382716049382713,0.5802469135802469,0.5802469135802469,0.5802469135802469
3038,0.22715404699738903,0.48172323759791125,0.6174934725848564,0.7088772845953002
3040,0.16216216216216217,0.22522522522522523,0.3963963963963964,0.39639639639639634
3041,0.2942122186495177,0.5530546623794212,0.6688102893890675,0.7717041800643087
3042,0.23870967741935484,0.44516129032258067,0.567741935483871,0.6602150537634408
3044,0.3708609271523179,0.5761589403973509,0.6490066225165563,0.8211920529801324
3045,0.28205128205128205,0.5,0.6509971509971509,0.7037037037037037
3046,0.07692307692307693,0.26495726495726496,0.3076923076923077,0.3162393162393162
3049,0.379978471474704,0.7007534983853606,0.7917115177610333,0.8858988159311088
3052,0.09900990099009901,0.32673267326732675,0.49504950495049505,0.594059405940594
3053,0.10526315789473684,0.17543859649122806,0.2807017543859649,0.33333333333333337
3054,0.19658119658119658,0.36752136752136755,0.4188034188034188,0.41880341880341876
3055,0.1282051282051282,0.46153846153846156,0.46153846153846156,0.4871794871794872
3056,0.2545454545454545,0.34545454545454546,0.34545454545454546,0.4545454545454546
3057,0.17027027027027028,0.3162162162162162,0.3918918918918919,0.43513513513513513
3058,0.2691292875989446,0.43535620052770446,0.5382585751978892,0.5976253298153034
3065,0.18061674008810572,0.3964757709251101,0.6299559471365639,0.7180616740088106
3066,0.16,0.28,0.28,0.4
3067,0.39317773788150806,0.6463195691202872,0.7809694793536804,0.7935368043087971
3068,0.08571428571428572,0.17142857142857143,0.2,0.2857142857142857
3069,0.05161290322580645,0.2129032258064516,0.3096774193548387,0.40645161290322585
3070,0.32558139534883723,0.47093023255813954,0.48255813953488375,0.5058139534883721
3071,0.36017897091722595,0.5559284116331096,0.6655480984340044,0.703579418344519
3072,0.20930232558139536,0.3953488372093023,0.4186046511627907,0.5348837209302326
3073,0.08108108108108109,0.20270270270270271,0.24324324324324326,0.29729729729729726
3075,0.1834862385321101,0.40978593272171254,0.5474006116207951,0.581039755351682
3076,0.12280701754385964,0.2756892230576441,0.37343358395989973,0.4837092731829574
3077,0.21951219512195122,0.41114982578397213,0.5052264808362369,0.6445993031358885
3078,0.07865168539325842,0.250936329588015,0.42696629213483145,0.46816479400749067
3079,0.07368421052631578,0.19473684210526315,0.28421052631578947,0.3631578947368421
3080,0.2977725674091442,0.4900351699882767,0.6072684642438453,0.6729191090269637
3081,0.15417558886509636,0.278372591006424,0.41755888650963596,0.4732334047109208
3082,0.2891566265060241,0.48881239242685026,0.5628227194492255,0.5920826161790017
3083,0.09090909090909091,0.22077922077922077,0.2597402597402597,0.2597402597402597
3084,0.2923076923076923,0.45384615384615384,0.46153846153846156,0.5923076923076923
3085,0.07547169811320754,0.11320754716981132,0.11320754716981132,0.13207547169811318
3086,0.2066420664206642,0.3726937269372694,0.5276752767527675,0.5608856088560885
3087,0.3902439024390244,0.6016260162601627,0.7357723577235772,0.790650406504065
3088,0.24489795918367346,0.30612244897959184,0.30612244897959184,0.30612244897959184
3090,0.5042301184433164,0.7106598984771574,0.7732656514382402,0.8815566835871405
3091,0.3010858835143139,0.5547877591312932,0.6732477788746298,0.7551826258637709
3093,0.08571428571428572,0.1619047619047619,0.21904761904761905,0.24761904761904763
3094,0.18518518518518517,0.2962962962962963,0.2962962962962963,0.3950617283950617
3095,0.3287671232876712,0.410958904109589,0.4657534246575342,0.4794520547945206
3096,0.23214285714285715,0.42857142857142855,0.44642857142857145,0.4464285714285714
3097,0.2948717948717949,0.46474358974358976,0.5801282051282052,0.6025641025641026
3098,0.1044776119402985,0.373134328358209,0.5223880597014925,0.5223880597014925
3099,0.13333333333333333,0.23333333333333334,0.25,0.30000000000000004
3100,0.2217573221757322,0.3514644351464435,0.5146443514644351,0.6485355648535565
3101,0.2,0.3142857142857143,0.34285714285714286,0.4
3102,0.10714285714285714,0.14285714285714285,0.17857142857142858,0.2142857142857143
3104,0.23076923076923078,0.42011834319526625,0.514792899408284,0.5641025641025641
3105,0.3219448094612352,0.6176084099868594,0.7431011826544021,0.8068331143232589
3108,0.18478260869565216,0.25,0.2717391304347826,0.40217391304347827
3109,0.1565217391304348,0.2782608695652174,0.3217391304347826,0.33913043478260874
3111,0.2,0.40714285714285714,0.4142857142857143,0.4928571428571429
3112,0.1484375,0.21875,0.3046875,0.3984375
3113,0.10465116279069768,0.3178294573643411,0.43023255813953487,0.5232558139534884
3114,0.2422680412371134,0.46649484536082475,0.5618556701030928,0.7242268041237113
3115,0.31896551724137934,0.5229885057471264,0.6149425287356322,0.735632183908046
3116,0.5801282051282052,0.7852564102564102,0.8595085470085471,0.8936965811965812
3118,0.37271214642262895,0.540765391014975,0.6638935108153078,0.778702163061564
3119,0.1958762886597938,0.38144329896907214,0.4742268041237113,0.4742268041237113
3121,0.13620071684587814,0.3064516129032258,0.4103942652329749,0.49283154121863804
3122,0.12790697674418605,0.29069767441860467,0.43023255813953487,0.5
3123,0.4334862385321101,0.6467889908256881,0.7201834862385321,0.768348623853211
3124,0.18858560794044665,0.4838709677419355,0.684863523573201,0.7419354838709677
3125,0.23854289071680376,0.47414806110458285,0.6527614571092832,0.7508813160987073
3126,0.17272727272727273,0.2909090909090909,0.35454545454545455,0.5272727272727273
3127,0.42749244712990936,0.6374622356495468,0.7190332326283988,0.8006042296072508
3128,0.3285586392121755,0.6159355416293644,0.7197851387645479,0.7949865711727843
3129,0.14917127071823205,0.2955801104972376,0.38950276243093923,0.4861878453038674
3132,0.29900332225913623,0.45182724252491696,0.6611295681063123,0.7375415282392026
3133,0.1554959785522788,0.3378016085790885,0.4772117962466488,0.5764075067024128
