uid,Meal,Model,nDCG@5
2812,snack,Mixture Decay,0.2862340758342325
2814,breakfast,Mixture Decay,0.4111921312307064
2814,dinner,Mixture Decay,0.29473720292806066
2814,lunch,Mixture Decay,0.28560601491410864
2814,snack,Mixture Decay,0.3458178443526671
2815,breakfast,Mixture Decay,0.596723181103546
2815,dinner,Mixture Decay,0.0
2815,lunch,Mixture Decay,0.2034133817255533
2815,snack,Mixture Decay,0.18848829226190955
2816,breakfast,Mixture Decay,0.7924640591898501
2816,dinner,Mixture Decay,0.4082735369301537
2816,snack,Mixture Decay,0.4340206679250219
2817,breakfast,Mixture Decay,0.8497101712751711
2817,lunch,Mixture Decay,0.6838037216075948
2817,snack,Mixture Decay,0.5593537241887582
2818,breakfast,Mixture Decay,0.3637450682743426
2818,dinner,Mixture Decay,0.4186493576279329
2818,lunch,Mixture Decay,0.6642876994619682
2818,snack,Mixture Decay,0.8298990082530581
2820,breakfast,Mixture Decay,0.35714285714285715
2820,dinner,Mixture Decay,0.2603032398485269
2820,lunch,Mixture Decay,0.10219119879424307
2820,snack,Mixture Decay,0.125
2821,breakfast,Mixture Decay,0.7528991326634327
2821,dinner,Mixture Decay,0.29640188745787754
2821,lunch,Mixture Decay,0.4416193083229655
2821,snack,Mixture Decay,0.39044885086744413
2823,breakfast,Mixture Decay,0.24485694578338826
2823,dinner,Mixture Decay,0.13847804319341442
2823,lunch,Mixture Decay,0.11006892916879088
2823,snack,Mixture Decay,0.14136621919643216
2824,breakfast,Mixture Decay,0.4728193304281228
2824,dinner,Mixture Decay,0.04645356912527263
2824,lunch,Mixture Decay,0.17656196426740398
2824,snack,Mixture Decay,0.3602308932146525
2825,breakfast,Mixture Decay,0.5576759801263659
2825,dinner,Mixture Decay,0.4602813686059656
2825,lunch,Mixture Decay,0.4369599099917961
2825,snack,Mixture Decay,0.4897138915667765
2827,breakfast,Mixture Decay,0.30447371248254884
2827,dinner,Mixture Decay,0.31228252504545306
2827,lunch,Mixture Decay,0.34038912778658165
2827,snack,Mixture Decay,0.17512353694144225
2828,dinner,Mixture Decay,0.7451812540517541
2828,lunch,Mixture Decay,0.0
2828,snack,Mixture Decay,0.0
2829,breakfast,Mixture Decay,0.3362970934676665
2829,dinner,Mixture Decay,0.15143063088210004
2829,lunch,Mixture Decay,0.5436432511904857
2829,snack,Mixture Decay,0.3333333333333333
2830,dinner,Mixture Decay,0.13442893273045484
2830,lunch,Mixture Decay,0.4106713987434212
2830,snack,Mixture Decay,0.6326333522331239
2831,dinner,Mixture Decay,0.405176080683062
2831,lunch,Mixture Decay,0.8476722117850578
2831,snack,Mixture Decay,0.9004617532056908
2832,breakfast,Mixture Decay,0.18040431979803584
2832,lunch,Mixture Decay,0.06736911550018251
2832,snack,Mixture Decay,0.0
2833,breakfast,Mixture Decay,0.8040814899003659
2833,dinner,Mixture Decay,0.6341046255908285
2833,lunch,Mixture Decay,0.8557588078783679
2833,snack,Mixture Decay,0.7134671926370708
2835,breakfast,Mixture Decay,0.25
2835,dinner,Mixture Decay,0.0
2835,lunch,Mixture Decay,0.0
2836,breakfast,Mixture Decay,0.7370336415966771
2836,dinner,Mixture Decay,0.29977621832479195
2836,lunch,Mixture Decay,0.5638912028566014
2836,snack,Mixture Decay,0.7035482496629842
2838,breakfast,Mixture Decay,0.7875003118524809
2838,dinner,Mixture Decay,0.15326589150644224
2838,lunch,Mixture Decay,0.0
2838,snack,Mixture Decay,0.6131471927654585
2843,breakfast,Mixture Decay,0.8742599274526055
2843,dinner,Mixture Decay,0.2678267249072073
2843,lunch,Mixture Decay,0.5987562633117005
2843,snack,Mixture Decay,0.6500516345488194
2844,breakfast,Mixture Decay,0.23719771276929624
2844,dinner,Mixture Decay,0.0
2844,snack,Mixture Decay,1.0
2845,breakfast,Mixture Decay,0.5843019326942579
2845,dinner,Mixture Decay,0.3757357290096873
2845,lunch,Mixture Decay,0.6069021330448079
2845,snack,Mixture Decay,0.6753201466436862
2846,breakfast,Mixture Decay,0.893601923658423
2846,dinner,Mixture Decay,0.3610803126112141
2846,lunch,Mixture Decay,0.7977577130566662
2846,snack,Mixture Decay,0.8294836862312033
2847,breakfast,Mixture Decay,0.5668566490305598
2847,dinner,Mixture Decay,0.0
2847,lunch,Mixture Decay,0.25
2847,snack,Mixture Decay,0.4695882650589908
2849,snack,Mixture Decay,0.06666774674280697
2851,breakfast,Mixture Decay,0.7909047596399388
2851,dinner,Mixture Decay,0.06904947222886024
2851,lunch,Mixture Decay,0.31357948517040696
2851,snack,Mixture Decay,0.4482836677114037
2854,breakfast,Mixture Decay,0.8858055999471272
2854,dinner,Mixture Decay,0.31889340693013274
2854,lunch,Mixture Decay,0.40126213085348106
2854,snack,Mixture Decay,0.4412211014568098
2856,snack,Mixture Decay,0.08079278484546852
2857,breakfast,Mixture Decay,0.7725695225934415
2857,dinner,Mixture Decay,0.1899190464432136
2857,lunch,Mixture Decay,0.2292898390543444
2857,snack,Mixture Decay,0.4133154173951208
2859,breakfast,Mixture Decay,0.7190205568526595
2859,dinner,Mixture Decay,0.1899209511570064
2859,lunch,Mixture Decay,0.5001318733040282
2859,snack,Mixture Decay,0.3059291191433404
2860,snack,Mixture Decay,0.4101565384416305
2865,breakfast,Mixture Decay,0.5541960943096288
2865,dinner,Mixture Decay,0.1494253354393936
2865,lunch,Mixture Decay,0.2446680406251943
2865,snack,Mixture Decay,0.4250761403253479
2866,snack,Mixture Decay,0.7676152375821089
2869,breakfast,Mixture Decay,0.9336141865189618
2869,dinner,Mixture Decay,0.17719118754194255
2869,lunch,Mixture Decay,0.26833817937102605
2869,snack,Mixture Decay,0.256863008857399
2870,breakfast,Mixture Decay,0.7367821948691066
2870,dinner,Mixture Decay,0.6413049304268151
2870,lunch,Mixture Decay,0.5706525023992819
2870,snack,Mixture Decay,0.5546562323897649
2871,breakfast,Mixture Decay,0.6309297535714573
2871,lunch,Mixture Decay,0.6309297535714573
2871,snack,Mixture Decay,0.8065735963827292
2872,breakfast,Mixture Decay,0.8792434297264112
2872,dinner,Mixture Decay,0.1111111111111111
2872,lunch,Mixture Decay,0.3547705121896059
2872,snack,Mixture Decay,0.7691071008139964
2876,breakfast,Mixture Decay,0.6693116807118958
2876,dinner,Mixture Decay,0.12218468629685288
2876,lunch,Mixture Decay,0.5251613212734744
2876,snack,Mixture Decay,0.25933816877134197
2877,snack,Mixture Decay,0.08078194339122058
2878,snack,Mixture Decay,0.5322721755496054
2879,breakfast,Mixture Decay,0.7387631764186333
2879,dinner,Mixture Decay,0.3873656642282111
2879,lunch,Mixture Decay,0.20154057707354867
2879,snack,Mixture Decay,0.2681797856407341
2880,breakfast,Mixture Decay,0.4317416011352805
2880,dinner,Mixture Decay,0.06587669159971274
2880,lunch,Mixture Decay,0.10370996835330568
2880,snack,Mixture Decay,0.13518738971170505
2881,breakfast,Mixture Decay,0.5806517727893683
2881,dinner,Mixture Decay,0.35368347335458017
2881,lunch,Mixture Decay,0.6562538931167541
2881,snack,Mixture Decay,0.7311501572474679
2882,snack,Mixture Decay,0.4592183957394999
2883,breakfast,Mixture Decay,0.4551017546089519
2883,dinner,Mixture Decay,0.2085094533837204
2883,lunch,Mixture Decay,0.1830619740987108
2883,snack,Mixture Decay,0.39472115574585
2886,breakfast,Mixture Decay,0.0
2886,dinner,Mixture Decay,0.2489568778149424
2886,lunch,Mixture Decay,0.0
2886,snack,Mixture Decay,0.25
2887,breakfast,Mixture Decay,0.9355245321275764
2887,dinner,Mixture Decay,0.0
2887,lunch,Mixture Decay,0.0
2887,snack,Mixture Decay,0.0
2888,breakfast,Mixture Decay,0.3474643345625005
2888,dinner,Mixture Decay,0.4402970370620978
2888,lunch,Mixture Decay,0.18406010577987644
2888,snack,Mixture Decay,0.4798363371967696
2889,breakfast,Mixture Decay,0.8433330861213957
2889,dinner,Mixture Decay,0.0
2889,lunch,Mixture Decay,0.020210734650054758
2889,snack,Mixture Decay,0.3352447431155193
2890,breakfast,Mixture Decay,0.8826803184943108
2890,dinner,Mixture Decay,0.0
2890,lunch,Mixture Decay,0.4999999999999999
2890,snack,Mixture Decay,0.7653606369886218
2891,breakfast,Mixture Decay,0.7163238689297634
2891,dinner,Mixture Decay,0.6666666666666666
2891,lunch,Mixture Decay,0.0
2891,snack,Mixture Decay,0.6472458962824633
2892,breakfast,Mixture Decay,0.6993323721198293
2892,dinner,Mixture Decay,0.21499286551491156
2892,lunch,Mixture Decay,0.6797539670092315
2892,snack,Mixture Decay,0.48978301682395003
2893,breakfast,Mixture Decay,0.6921050477008804
2893,dinner,Mixture Decay,0.056428154541782835
2893,lunch,Mixture Decay,0.6435676934276923
2893,snack,Mixture Decay,0.27575623419246564
2894,breakfast,Mixture Decay,0.24532040701818755
2894,dinner,Mixture Decay,0.0
2894,lunch,Mixture Decay,0.12785683944914975
2894,snack,Mixture Decay,0.31977960575811465
2895,breakfast,Mixture Decay,0.8800167979172324
2895,dinner,Mixture Decay,0.09906091480246726
2895,lunch,Mixture Decay,0.8963016423574005
2895,snack,Mixture Decay,0.5696396960923584
2898,breakfast,Mixture Decay,0.5545469519477518
2898,dinner,Mixture Decay,0.1809773864876815
2898,lunch,Mixture Decay,0.1729832731348946
2898,snack,Mixture Decay,0.4311869278833617
2899,breakfast,Mixture Decay,0.121741583753034
2899,lunch,Mixture Decay,0.15676747718899886
2899,snack,Mixture Decay,0.0927605741060164
2900,snack,Mixture Decay,0.5123152464845853
2902,breakfast,Mixture Decay,0.9425907473854138
2902,dinner,Mixture Decay,0.35478617954384
2902,lunch,Mixture Decay,0.5347165095832644
2902,snack,Mixture Decay,0.5673971638589392
2903,breakfast,Mixture Decay,0.4026721162419517
2903,dinner,Mixture Decay,0.13760994048686584
2903,lunch,Mixture Decay,0.4793963599546233
2903,snack,Mixture Decay,0.3342539928477234
2904,snack,Mixture Decay,0.3769717290799015
2905,breakfast,Mixture Decay,0.31387556534302163
2905,dinner,Mixture Decay,0.12439991672048023
2905,lunch,Mixture Decay,0.2328560746437872
2905,snack,Mixture Decay,0.19002934534418034
2908,dinner,Mixture Decay,0.08416957511303971
2908,lunch,Mixture Decay,0.13010472103733914
2908,snack,Mixture Decay,0.17892022665249985
2909,snack,Mixture Decay,0.2102809738138328
2911,breakfast,Mixture Decay,0.3996081289207015
2911,dinner,Mixture Decay,0.16520178207213976
2911,lunch,Mixture Decay,0.21540216463349432
2911,snack,Mixture Decay,0.2694530341116386
2912,breakfast,Mixture Decay,0.5661303918863299
2912,dinner,Mixture Decay,0.2576797192526388
2912,lunch,Mixture Decay,0.2390320222752471
2912,snack,Mixture Decay,0.4154013186601368
2913,dinner,Mixture Decay,0.7521943767126602
2913,lunch,Mixture Decay,0.18787150019133395
2913,snack,Mixture Decay,0.4087647501677703
2914,breakfast,Mixture Decay,0.7264009446544027
2914,dinner,Mixture Decay,0.499667309625967
2914,lunch,Mixture Decay,0.5239118846934375
2914,snack,Mixture Decay,0.4885508378329341
2915,breakfast,Mixture Decay,0.5520847320498851
2915,dinner,Mixture Decay,0.2339789973752996
2915,lunch,Mixture Decay,0.3758471076530653
2915,snack,Mixture Decay,0.1733566009043177
2916,breakfast,Mixture Decay,0.30657359638272924
2916,dinner,Mixture Decay,0.25
2916,lunch,Mixture Decay,0.15773243839286433
2916,snack,Mixture Decay,0.5102404246590811
2917,breakfast,Mixture Decay,0.7122873363591444
2917,dinner,Mixture Decay,0.6638988804420073
2917,lunch,Mixture Decay,0.782913637882255
2917,snack,Mixture Decay,0.3359856410572333
2918,breakfast,Mixture Decay,0.6231069304044727
2918,dinner,Mixture Decay,0.39892738080211226
2918,lunch,Mixture Decay,0.4612464970769051
2918,snack,Mixture Decay,0.25798507259758
2919,breakfast,Mixture Decay,0.8370536638075906
2919,dinner,Mixture Decay,0.27984207880921197
2919,lunch,Mixture Decay,0.4871351342416038
2919,snack,Mixture Decay,0.4785387932787851
2920,breakfast,Mixture Decay,0.6048024608667331
2920,dinner,Mixture Decay,0.32495205979515124
2920,lunch,Mixture Decay,0.4716118226019192
2920,snack,Mixture Decay,0.317543577423602
2921,breakfast,Mixture Decay,0.7603173977612513
2921,dinner,Mixture Decay,0.24979028115325225
2921,lunch,Mixture Decay,0.31058078955728435
2921,snack,Mixture Decay,0.3574504420033515
2925,breakfast,Mixture Decay,0.8068682359404191
2925,dinner,Mixture Decay,0.09450629916876947
2925,lunch,Mixture Decay,0.36992047653898813
2925,snack,Mixture Decay,0.4444356502307262
2926,breakfast,Mixture Decay,0.3266433990956823
2926,dinner,Mixture Decay,0.2688578654609097
2926,lunch,Mixture Decay,0.4166666666666667
2926,snack,Mixture Decay,0.8964179716256799
2927,snack,Mixture Decay,0.9115977306484198
2928,breakfast,Mixture Decay,0.1367374627544259
2928,dinner,Mixture Decay,0.2282365573136717
2928,lunch,Mixture Decay,0.10267881071101333
2928,snack,Mixture Decay,0.027870326943884475
2930,snack,Mixture Decay,0.4592028583601985
2931,snack,Mixture Decay,0.3949009462737533
2932,breakfast,Mixture Decay,0.4268365394307048
2932,dinner,Mixture Decay,0.2556627863857951
2932,lunch,Mixture Decay,0.4159370846486555
2932,snack,Mixture Decay,0.310509711938464
2933,breakfast,Mixture Decay,0.3970085798388322
2933,dinner,Mixture Decay,0.2731142511961762
2933,lunch,Mixture Decay,0.09906091480246726
2933,snack,Mixture Decay,0.40384230101938345
2935,dinner,Mixture Decay,0.2181193576600011
2935,lunch,Mixture Decay,0.28180325818192026
2935,snack,Mixture Decay,0.3701545306833396
2937,breakfast,Mixture Decay,0.7043335856212536
2937,dinner,Mixture Decay,0.2217665165705396
2937,lunch,Mixture Decay,0.2754720394966008
2937,snack,Mixture Decay,0.30910289233557425
2939,breakfast,Mixture Decay,0.2261013436108953
2939,dinner,Mixture Decay,0.14622126336728014
2939,lunch,Mixture Decay,0.11599140804200488
2939,snack,Mixture Decay,0.2953533654153793
2940,breakfast,Mixture Decay,0.6913351956508654
2940,dinner,Mixture Decay,0.15529661970200145
2940,lunch,Mixture Decay,0.2368152447159202
2940,snack,Mixture Decay,0.0
2941,breakfast,Mixture Decay,0.0
2941,dinner,Mixture Decay,0.6818983402569896
2941,lunch,Mixture Decay,0.9297636075790248
2941,snack,Mixture Decay,0.621120265873724
2942,breakfast,Mixture Decay,0.5888115730183509
2942,dinner,Mixture Decay,0.4663654502717219
2942,lunch,Mixture Decay,0.2210969332654237
2942,snack,Mixture Decay,0.5642113216130988
2943,breakfast,Mixture Decay,0.7999709439915005
2943,lunch,Mixture Decay,0.6532867981913646
2944,breakfast,Mixture Decay,0.2764585029377436
2944,dinner,Mixture Decay,0.05641759123007111
2944,lunch,Mixture Decay,0.06652527962185042
2944,snack,Mixture Decay,0.353967015757873
2945,snack,Mixture Decay,0.2784285725223169
2946,breakfast,Mixture Decay,0.9171787685313132
2946,dinner,Mixture Decay,0.5
2946,lunch,Mixture Decay,0.0
2946,snack,Mixture Decay,0.4571713859850968
2947,breakfast,Mixture Decay,0.4799015362723794
2947,dinner,Mixture Decay,0.3994680997564349
2947,lunch,Mixture Decay,0.4313449396654055
2947,snack,Mixture Decay,0.6231362882989716
2948,breakfast,Mixture Decay,0.909252716709474
2948,dinner,Mixture Decay,0.1309584932665245
2948,lunch,Mixture Decay,0.4589116629300838
2948,snack,Mixture Decay,0.2782641312052223
2950,breakfast,Mixture Decay,0.583867876843031
2950,dinner,Mixture Decay,0.4273456388605252
2950,lunch,Mixture Decay,0.1435318129828782
2950,snack,Mixture Decay,0.3797642625413069
2951,snack,Mixture Decay,0.41251062960877577
2952,breakfast,Mixture Decay,0.7009082107391029
2952,dinner,Mixture Decay,0.07354124955776874
2952,lunch,Mixture Decay,0.2992418969266956
2952,snack,Mixture Decay,0.27536631913613896
2953,snack,Mixture Decay,0.4254280376827442
2954,breakfast,Mixture Decay,0.9585034187160576
2954,dinner,Mixture Decay,0.15145373167496728
2954,lunch,Mixture Decay,0.5558079737675987
2954,snack,Mixture Decay,0.46474585569796995
2955,breakfast,Mixture Decay,0.5339891046820117
2955,dinner,Mixture Decay,0.7001133105955565
2955,lunch,Mixture Decay,0.5273439593721366
2955,snack,Mixture Decay,0.8413433734758301
2956,breakfast,Mixture Decay,0.7304414118973804
2956,dinner,Mixture Decay,0.6071306913457409
2956,lunch,Mixture Decay,0.8752567738131493
2956,snack,Mixture Decay,0.7573303014686824
2958,breakfast,Mixture Decay,0.4659799295918449
2958,dinner,Mixture Decay,0.12766800510742887
2958,lunch,Mixture Decay,0.16088971317278275
2959,breakfast,Mixture Decay,0.39852556084679214
2959,dinner,Mixture Decay,0.15371665677624374
2959,lunch,Mixture Decay,0.1705746342331404
2959,snack,Mixture Decay,0.17898335681742775
2960,breakfast,Mixture Decay,0.6545918489567877
2960,dinner,Mixture Decay,0.0
2961,breakfast,Mixture Decay,0.9051778652623512
2961,dinner,Mixture Decay,0.6685343338018462
2961,lunch,Mixture Decay,0.8190159168438045
2962,breakfast,Mixture Decay,0.4960783410584026
2962,dinner,Mixture Decay,0.14349868125417395
2962,lunch,Mixture Decay,0.3807632953167647
2962,snack,Mixture Decay,0.29826142535675243
2963,breakfast,Mixture Decay,0.16443754176184303
2963,dinner,Mixture Decay,0.024801886586495403
2963,lunch,Mixture Decay,0.07871376168642083
2963,snack,Mixture Decay,0.17680356997973526
2964,dinner,Mixture Decay,0.41727120007457214
2964,snack,Mixture Decay,0.5498604528958162
2965,breakfast,Mixture Decay,0.3061120885609385
2965,dinner,Mixture Decay,0.4581009520544281
2965,lunch,Mixture Decay,0.2983977628930045
2965,snack,Mixture Decay,0.29864184338812155
2966,breakfast,Mixture Decay,0.8663268236534613
2966,dinner,Mixture Decay,0.08333333333333333
2966,lunch,Mixture Decay,0.5387076784169752
2966,snack,Mixture Decay,0.625
2967,breakfast,Mixture Decay,0.4054069731239421
2967,dinner,Mixture Decay,0.2408948387624952
2967,lunch,Mixture Decay,0.21957387165567346
2967,snack,Mixture Decay,0.18546079120902664
2968,snack,Mixture Decay,0.8075273453873627
2969,breakfast,Mixture Decay,0.8931256476073463
2969,dinner,Mixture Decay,0.222744560549486
2969,lunch,Mixture Decay,0.2282275916199193
2969,snack,Mixture Decay,0.2792348018204754
2970,breakfast,Mixture Decay,0.710504776094386
2970,dinner,Mixture Decay,0.21304074333786746
2970,lunch,Mixture Decay,0.1584166286195823
2970,snack,Mixture Decay,0.5003323566448958
2972,breakfast,Mixture Decay,0.3226294385530917
2972,dinner,Mixture Decay,0.0
2972,lunch,Mixture Decay,0.29833262538134936
2972,snack,Mixture Decay,0.29177215294515724
2973,breakfast,Mixture Decay,0.6542478852818793
2973,dinner,Mixture Decay,0.1466094481152482
2973,lunch,Mixture Decay,0.5313705823513356
2973,snack,Mixture Decay,0.6176162860070038
2974,breakfast,Mixture Decay,0.7083009764435529
2974,dinner,Mixture Decay,0.3254573352103279
2974,lunch,Mixture Decay,0.31176446649652106
2974,snack,Mixture Decay,0.10515495892857622
2975,breakfast,Mixture Decay,0.8751823298187189
2975,dinner,Mixture Decay,0.33478594214243457
2975,lunch,Mixture Decay,0.4449368186886828
2975,snack,Mixture Decay,0.5907036136242602
2977,breakfast,Mixture Decay,0.9429744886987764
2977,dinner,Mixture Decay,0.5733316512610002
2977,lunch,Mixture Decay,0.5586416236209885
2977,snack,Mixture Decay,0.5072968193700299
2979,breakfast,Mixture Decay,0.7280507003547655
2979,dinner,Mixture Decay,0.11981922993935645
2979,lunch,Mixture Decay,0.3414672998696328
2979,snack,Mixture Decay,0.4002247704101185
2980,breakfast,Mixture Decay,0.6876633135487903
2980,dinner,Mixture Decay,0.30657359638272924
2980,lunch,Mixture Decay,0.125
2980,snack,Mixture Decay,0.4434264036172708
2981,breakfast,Mixture Decay,0.5380533610557908
2981,dinner,Mixture Decay,0.2139862647345275
2981,lunch,Mixture Decay,0.0
2981,snack,Mixture Decay,0.0
2985,breakfast,Mixture Decay,0.7434177021090033
2985,dinner,Mixture Decay,0.14455779354664694
2985,lunch,Mixture Decay,0.11436689597146933
2985,snack,Mixture Decay,0.14664974479685985
2986,breakfast,Mixture Decay,0.47201652078302003
2986,dinner,Mixture Decay,0.03832169954784116
2986,lunch,Mixture Decay,0.02609619961982914
2986,snack,Mixture Decay,0.09291371773624324
2988,breakfast,Mixture Decay,0.25054059420916536
2988,dinner,Mixture Decay,0.2175094897984911
2988,lunch,Mixture Decay,0.2607131752984948
2988,snack,Mixture Decay,0.32346866459340823
2990,breakfast,Mixture Decay,0.0
2990,dinner,Mixture Decay,0.2805096182921145
2990,lunch,Mixture Decay,0.16309297535714573
2990,snack,Mixture Decay,0.4575334529012405
2991,breakfast,Mixture Decay,0.7600613737795681
2991,dinner,Mixture Decay,0.1186067779629044
2991,lunch,Mixture Decay,0.5581672848795871
2991,snack,Mixture Decay,0.4598016819217486
2993,breakfast,Mixture Decay,0.7141081598390634
2993,dinner,Mixture Decay,0.1187199344899799
2993,lunch,Mixture Decay,0.32948596853429496
2993,snack,Mixture Decay,0.30196053444505905
2994,breakfast,Mixture Decay,0.8711079222147379
2994,dinner,Mixture Decay,0.3651402559904111
2994,lunch,Mixture Decay,0.4057208936661657
2994,snack,Mixture Decay,0.35225411654107863
2996,breakfast,Mixture Decay,0.09340637331703767
2996,dinner,Mixture Decay,0.0
2996,lunch,Mixture Decay,0.0
2996,snack,Mixture Decay,0.09090909090909093
2997,breakfast,Mixture Decay,0.8299198584469729
2997,dinner,Mixture Decay,0.19304706400716176
2997,lunch,Mixture Decay,0.21817775309965
2997,snack,Mixture Decay,0.2290673679605389
2998,breakfast,Mixture Decay,0.2344328792240153
2998,dinner,Mixture Decay,0.19909741882273585
2998,lunch,Mixture Decay,0.028874641647249157
2998,snack,Mixture Decay,0.1332661412164109
2999,snack,Mixture Decay,0.6285758055921874
3000,breakfast,Mixture Decay,0.1294059748088638
3000,dinner,Mixture Decay,0.13596129055507172
3000,lunch,Mixture Decay,0.143274012484903
3000,snack,Mixture Decay,0.5460852434866404
3001,breakfast,Mixture Decay,0.33186991203301364
3001,dinner,Mixture Decay,0.1539588163293124
3001,lunch,Mixture Decay,0.2729465369310484
3001,snack,Mixture Decay,0.09375033499541864
3002,breakfast,Mixture Decay,0.05574065388776895
3002,dinner,Mixture Decay,0.1733566009043177
3002,lunch,Mixture Decay,0.0992492400922834
3002,snack,Mixture Decay,0.0
3006,breakfast,Mixture Decay,0.8459812915707987
3006,dinner,Mixture Decay,0.28654978474640985
3006,snack,Mixture Decay,0.4045569811060788
3007,breakfast,Mixture Decay,0.5918766061938994
3007,dinner,Mixture Decay,0.4951847054405179
3007,lunch,Mixture Decay,0.8204056543910729
3007,snack,Mixture Decay,0.5
3008,breakfast,Mixture Decay,0.4383803952256469
3008,dinner,Mixture Decay,0.2067855625817177
3008,lunch,Mixture Decay,0.1463948910139822
3008,snack,Mixture Decay,0.312292162592211
3009,breakfast,Mixture Decay,0.4993005581599597
3009,dinner,Mixture Decay,0.1381273837810304
3009,lunch,Mixture Decay,0.2280128559752609
3009,snack,Mixture Decay,0.4630929753571458
3010,breakfast,Mixture Decay,0.4897138915667765
3010,dinner,Mixture Decay,0.23400480914605726
3010,lunch,Mixture Decay,0.6638217745592602
3010,snack,Mixture Decay,0.10219119879424307
3011,breakfast,Mixture Decay,0.0
3011,dinner,Mixture Decay,0.4692787260227566
3011,lunch,Mixture Decay,0.0
3013,snack,Mixture Decay,0.3634200523845973
3014,breakfast,Mixture Decay,0.6422228698839904
3014,dinner,Mixture Decay,0.18971547712246994
3014,lunch,Mixture Decay,0.32540986916126263
3014,snack,Mixture Decay,0.25672263296498626
3015,breakfast,Mixture Decay,0.3233856615881236
3015,dinner,Mixture Decay,0.13868528072345415
3015,lunch,Mixture Decay,0.598898253915296
3015,snack,Mixture Decay,0.4083059449344788
3017,breakfast,Mixture Decay,0.5602523792046338
3017,dinner,Mixture Decay,0.1808497289974168
3017,lunch,Mixture Decay,0.2595657537488916
3017,snack,Mixture Decay,0.11682591420420407
3020,breakfast,Mixture Decay,0.34626389839211946
3020,dinner,Mixture Decay,0.25393438704948285
3020,lunch,Mixture Decay,0.2472061633734223
3020,snack,Mixture Decay,0.4821574386337374
3022,breakfast,Mixture Decay,0.5960496416128721
3022,dinner,Mixture Decay,0.2954125048699611
3022,lunch,Mixture Decay,0.16934670930899196
3022,snack,Mixture Decay,0.3705677898055068
3024,breakfast,Mixture Decay,0.4400792219858852
3024,dinner,Mixture Decay,0.08415587758505036
3024,lunch,Mixture Decay,0.05257747946428811
3024,snack,Mixture Decay,0.0773705614469083
3025,snack,Mixture Decay,0.3722624742296473
3026,breakfast,Mixture Decay,0.7421948757160683
3026,dinner,Mixture Decay,0.28682799768552897
3026,lunch,Mixture Decay,0.4539546548757111
3026,snack,Mixture Decay,0.4361273987939507
3027,breakfast,Mixture Decay,0.8405179302634515
3027,dinner,Mixture Decay,0.3579876909800749
3027,lunch,Mixture Decay,0.5768870312797004
3027,snack,Mixture Decay,0.7406665917788151
3028,snack,Mixture Decay,0.19398065535925116
3029,breakfast,Mixture Decay,0.6409674102723686
3029,dinner,Mixture Decay,0.21366151022015853
3029,lunch,Mixture Decay,0.2382680318494311
3029,snack,Mixture Decay,0.35154013137257045
3030,breakfast,Mixture Decay,0.4692787260227566
3032,breakfast,Mixture Decay,0.2690407389963499
3032,dinner,Mixture Decay,0.4238932778884184
3032,lunch,Mixture Decay,0.6944997575854721
3032,snack,Mixture Decay,0.2640681225725908
3034,snack,Mixture Decay,0.5204424223185852
3035,breakfast,Mixture Decay,0.7671748887696349
3035,dinner,Mixture Decay,0.20076074986291625
3035,lunch,Mixture Decay,0.0
3035,snack,Mixture Decay,0.4860417688415195
3037,breakfast,Mixture Decay,0.2999127577612055
3037,dinner,Mixture Decay,0.0
3037,lunch,Mixture Decay,0.0
3037,snack,Mixture Decay,0.7176848559522637
3038,breakfast,Mixture Decay,0.6414646364967949
3038,dinner,Mixture Decay,0.3714377698817095
3038,lunch,Mixture Decay,0.4032325616699598
3038,snack,Mixture Decay,0.3362787836060755
3040,breakfast,Mixture Decay,0.11308695120066654
3040,dinner,Mixture Decay,0.2445086207347067
3040,lunch,Mixture Decay,0.25079063380952765
3040,snack,Mixture Decay,0.18121441706349525
3041,breakfast,Mixture Decay,0.5656541660315959
3041,dinner,Mixture Decay,0.2910098046526336
3041,lunch,Mixture Decay,0.24904197943851655
3041,snack,Mixture Decay,0.37136599739060944
3042,breakfast,Mixture Decay,0.6225957792412552
3042,dinner,Mixture Decay,0.314607966405123
3042,lunch,Mixture Decay,0.3504832762515601
3042,snack,Mixture Decay,0.29221982906730964
3044,snack,Mixture Decay,0.7247003812637158
3045,breakfast,Mixture Decay,0.6600443602074558
3045,dinner,Mixture Decay,0.12459856687388254
3045,lunch,Mixture Decay,0.3747636209397537
3045,snack,Mixture Decay,0.3373966559763565
3046,breakfast,Mixture Decay,0.23724651040576225
3046,dinner,Mixture Decay,0.07068310959821608
3046,lunch,Mixture Decay,0.051095599397121536
3046,snack,Mixture Decay,0.2931246217327508
3049,breakfast,Mixture Decay,0.7728043283309963
3049,dinner,Mixture Decay,0.2735354298778089
3049,lunch,Mixture Decay,0.35128800645928004
3049,snack,Mixture Decay,0.4655503177815804
3052,breakfast,Mixture Decay,0.0
3052,dinner,Mixture Decay,0.06812746586282872
3052,lunch,Mixture Decay,0.4666666666666667
3052,snack,Mixture Decay,0.6666666666666666
3053,breakfast,Mixture Decay,0.0
3053,dinner,Mixture Decay,0.07737056144690832
3053,lunch,Mixture Decay,0.18360406209496474
3053,snack,Mixture Decay,0.7364329463088277
3054,breakfast,Mixture Decay,0.7886112812613749
3054,dinner,Mixture Decay,0.4006346298130907
3054,lunch,Mixture Decay,0.4181541792537352
3054,snack,Mixture Decay,0.16666666666666666
