uid,perc_repeat_7,gender,age_group,regions_us
4901,0.3821892393320965,Female,18-44,Midwest
4902,0.522083805209513,Male,18-44,Midwest
4903,0.44214876033057854,NA,NA,NA
4905,0.602020202020202,Female,18-44,NA
4906,0.4192139737991266,Female,18-44,NA
4907,0.17391304347826086,Female,45+,South
4908,0.3237410071942446,NA,NA,NA
4909,0.45652173913043476,Female,18-44,South
4910,0.11538461538461539,Female,18-44,Northeast
4911,0.7338912133891213,Female,18-44,South
4912,0.42424242424242425,Male,45+,Midwest
4914,0.21153846153846154,Male,18-44,Midwest
4915,0.2631578947368421,Female,18-44,South
4916,0.2901960784313726,Male,45+,NA
4917,0.3202725724020443,Female,18-44,NA
4918,0.47244094488188976,Male,18-44,NA
4919,0.31901840490797545,NA,NA,NA
4920,0.3739130434782609,Female,18-44,NA
4921,0.6184738955823293,Female,18-44,NA
4922,0.41009463722397477,Female,18-44,South
4923,0.5775075987841946,Female,18-44,West
4924,0.5372340425531915,Female,18-44,NA
4925,0.3193717277486911,Female,18-44,NA
4926,0.3373493975903614,Female,18-44,Midwest
4927,0.5353860294117647,Female,45+,Northeast
4928,0.25396825396825395,Female,18-44,Northeast
4929,0.17063492063492064,Female,18-44,NA
4930,0.5239923224568138,Female,18-44,NA
4931,0.33548387096774196,Female,18-44,NA
4932,0.43636363636363634,Female,18-44,Northeast
4933,0.3684210526315789,Female,18-44,Midwest
4934,0.6299283154121864,Female,18-44,South
4936,0.3125,Female,18-44,NA
4939,0.30678466076696165,Female,18-44,West
4940,0.36084452975047987,Male,45+,South
4942,0.5625,Female,18-44,NA
4943,0.6733333333333333,NA,NA,NA
4944,0.4839506172839506,Female,18-44,West
4946,0.7987249544626593,NA,NA,NA
4947,0.125,Male,45+,South
4948,0.4097222222222222,Female,18-44,NA
4949,0.2229965156794425,Female,18-44,West
4950,0.1891891891891892,Female,18-44,South
4951,0.5226480836236934,Female,18-44,Midwest
4952,0.04081632653061224,Male,18-44,NA
4953,0.6277128547579299,Female,18-44,NA
4955,0.594,NA,NA,NA
4956,0.4986187845303867,Female,18-44,NA
4957,0.6861702127659575,Male,18-44,NA
4959,0.36177474402730375,NA,NA,NA
4960,0.34265734265734266,Female,18-44,Midwest
4961,0.24183006535947713,Female,18-44,NA
4963,0.5729166666666666,Female,18-44,NA
4964,0.5009107468123861,Female,18-44,NA
4965,0.296551724137931,Female,18-44,West
4966,0.47058823529411764,Female,18-44,NA
4967,0.4666666666666667,Female,18-44,South
4968,0.3278008298755187,Female,18-44,Northeast
4969,0.7586206896551724,Female,18-44,South
4971,0.6415094339622641,Female,18-44,NA
4973,0.3981841763942931,NA,NA,NA
4974,0.3333333333333333,Female,18-44,Midwest
4976,0.5684931506849316,Male,18-44,NA
4977,0.5234899328859061,Female,45+,West
4978,0.4517241379310345,NA,NA,NA
4980,0.4059040590405904,Male,18-44,NA
4983,0.4935064935064935,NA,NA,NA
4984,0.45,Male,18-44,Midwest
4985,0.48303393213572854,Female,18-44,NA
4987,0.4275184275184275,NA,NA,NA
4989,0.3688212927756654,Female,45+,South
4991,0.5023328149300156,Male,18-44,South
4992,0.3643835616438356,Female,18-44,Northeast
4993,0.21568627450980393,Female,18-44,NA
4994,0.30357142857142855,NA,NA,NA
4995,0.4319526627218935,Female,18-44,South
4996,0.45941807044410415,Male,18-44,West
4997,0.5673469387755102,Male,45+,NA
4998,0.603448275862069,Female,18-44,Northeast
4999,0.42066420664206644,Male,18-44,South
5000,0.6126674786845311,Male,18-44,Midwest
5001,0.26848249027237353,Male,18-44,Midwest
5002,0.273972602739726,NA,NA,NA
5003,0.25773195876288657,Female,18-44,South
5004,0.47307692307692306,NA,NA,NA
5005,0.15151515151515152,Male,18-44,NA
5006,0.41545893719806765,Female,18-44,NA
5007,0.4512820512820513,Female,18-44,NA
5008,0.391304347826087,Female,18-44,West
5009,0.15555555555555556,Female,18-44,NA
5010,0.42700729927007297,Female,18-44,Midwest
5011,0.3145539906103286,Female,18-44,Northeast
5012,0.6445623342175066,Male,45+,South
5013,0.5145985401459854,Female,45+,NA
5015,0.690566037735849,Female,18-44,Midwest
5016,0.49214659685863876,Female,18-44,NA
5018,0.6353135313531353,Female,18-44,South
5020,0.0,NA,NA,NA
5021,0.08571428571428572,Female,18-44,South
5024,0.16129032258064516,Female,18-44,Midwest
5025,0.6143931256713212,Female,18-44,South
5026,0.4618834080717489,Female,18-44,NA
5027,0.2857142857142857,Female,18-44,NA
5028,0.475,Female,18-44,NA
5029,0.09433962264150944,Female,18-44,Midwest
5030,0.3532110091743119,Female,18-44,Midwest
5031,0.44525547445255476,Female,18-44,NA
5032,0.25675675675675674,Female,18-44,Midwest
5033,0.0625,Female,18-44,South
5034,0.592,NA,NA,NA
5035,0.405152224824356,Female,18-44,Northeast
5036,0.6145833333333334,Female,45+,NA
5037,0.550561797752809,Female,18-44,Northeast
5040,0.4,Female,18-44,West
5041,0.680952380952381,Female,18-44,South
5043,0.6075388026607539,NA,NA,NA
5044,0.2577639751552795,Female,18-44,Northeast
5045,0.49079754601226994,Female,18-44,NA
5046,0.34946236559139787,Female,18-44,West
5047,0.25229357798165136,Male,18-44,West
5048,0.3609467455621302,Female,18-44,NA
5049,0.5730593607305936,Male,45+,NA
5050,0.48,NA,NA,NA
5051,0.3952380952380952,Female,45+,South
5054,0.12195121951219512,Male,18-44,South
5055,0.26666666666666666,Female,18-44,West
5056,0.4405594405594406,Female,18-44,NA
5057,0.5405405405405406,NA,NA,NA
5058,0.2222222222222222,Female,18-44,NA
5059,0.21621621621621623,Female,18-44,West
5060,0.5014970059880239,Female,18-44,Northeast
5061,0.19078947368421054,Female,18-44,West
5062,0.35185185185185186,NA,NA,NA
5063,0.3744075829383886,Female,18-44,Midwest
5064,0.5920679886685553,Female,45+,South
5065,0.37254901960784315,Female,18-44,NA
5066,0.3436426116838488,Male,18-44,South
5067,0.1282051282051282,Female,18-44,NA
5068,0.20430107526881722,Female,18-44,Midwest
5069,0.20710059171597633,Female,18-44,NA
5071,0.7377948436642896,Female,45+,Northeast
5073,0.34868421052631576,Male,18-44,Northeast
5074,0.32124352331606215,Female,18-44,Midwest
5075,0.6811023622047244,Female,18-44,NA
5076,0.17365269461077845,Female,18-44,South
5078,0.3706896551724138,Male,18-44,NA
5079,0.29987293519695046,Female,45+,Midwest
5080,0.4086146682188591,Female,18-44,NA
5081,0.379746835443038,Female,18-44,West
5082,0.6528497409326425,Female,18-44,NA
5083,0.42038216560509556,Female,18-44,West
5084,0.24242424242424243,Female,18-44,West
5085,0.3296943231441048,Female,18-44,South
5086,0.5944055944055944,Female,45+,NA
5087,0.29518072289156627,Female,18-44,Midwest
5088,0.5461538461538461,Female,18-44,Midwest
5089,0.18110236220472442,Female,45+,Midwest
5090,0.6371453138435081,Female,18-44,Midwest
5092,0.4484018264840183,Female,18-44,NA
5094,0.3275862068965517,Male,45+,NA
5095,0.23030303030303031,Male,18-44,West
5096,0.2222222222222222,Female,18-44,NA
5098,0.22839506172839505,Female,18-44,NA
5100,0.16666666666666666,Female,18-44,South
5101,0.5006211180124224,Female,18-44,NA
5102,0.21875,Female,18-44,NA
5104,0.42659974905897113,Female,18-44,South
5105,0.6335483870967742,Female,18-44,NA
5106,0.3943089430894309,Female,18-44,Northeast
5107,0.4510556621880998,Female,45+,Midwest
5108,0.558766859344894,Female,45+,West
5110,0.4057971014492754,Female,18-44,NA
5111,0.592741935483871,Female,45+,West
5113,0.2871287128712871,Female,18-44,South
5115,0.47692307692307695,Female,45+,South
5116,0.41975308641975306,Female,18-44,NA
5117,0.5866579463701765,Female,18-44,NA
5119,0.445993031358885,Female,18-44,NA
5122,0.786046511627907,Female,18-44,Northeast
5124,0.27941176470588236,Female,18-44,South
5127,0.4601018675721562,Female,18-44,Northeast
5128,0.20422535211267606,Female,18-44,West
5129,0.43478260869565216,Male,45+,NA
5130,0.44337811900191937,Male,45+,Midwest
5131,0.5581395348837209,Female,18-44,NA
5132,0.5166666666666667,Female,18-44,South
5133,0.5754385964912281,NA,NA,NA
5136,0.479136690647482,Female,18-44,West
5138,0.5399239543726235,NA,NA,NA
5139,0.6612903225806451,Male,45+,South
5140,0.4158415841584158,Female,18-44,South
5142,0.3170731707317073,Male,45+,Northeast
5143,0.3620689655172414,Female,18-44,NA
5144,0.5920529801324503,Female,18-44,West
5145,0.47440273037542663,Female,18-44,South
5146,0.2796486090775988,Female,18-44,Midwest
5148,0.19559228650137742,NA,NA,NA
5149,0.29493087557603687,Female,18-44,South
5151,0.35694050991501414,Female,18-44,South
5152,0.5335820895522388,Female,18-44,NA
5153,0.45751633986928103,Male,18-44,Northeast
5155,0.26666666666666666,Female,18-44,West
5156,0.45695364238410596,Female,18-44,NA
5157,0.2818181818181818,Female,18-44,NA
5158,0.21951219512195122,Female,18-44,South
5159,0.6654991243432574,Female,45+,Northeast
5160,0.468562874251497,NA,NA,NA
5161,0.27988338192419826,Male,45+,South
5162,0.4643423137876387,Male,18-44,Midwest
5165,0.23333333333333334,Female,18-44,Northeast
5167,0.8898104265402843,Female,18-44,South
5168,0.21714285714285714,Female,18-44,Northeast
5169,0.25,Female,18-44,West
5172,0.31213872832369943,NA,NA,NA
5173,0.43621399176954734,Male,18-44,Northeast
5174,0.6027777777777777,Male,45+,Midwest
5175,0.6573816155988857,NA,NA,NA
5176,0.532972972972973,Female,18-44,NA
5177,0.34782608695652173,Female,18-44,South
5178,0.5,Female,45+,West
5179,0.20952380952380953,Female,18-44,Midwest
5181,0.20987654320987653,Female,18-44,West
5182,0.46683673469387754,Male,18-44,Midwest
5183,0.31906614785992216,Female,18-44,South
5184,0.1935483870967742,Female,45+,Midwest
5185,0.761646803900325,Female,18-44,Northeast
5187,0.23697916666666666,Female,18-44,West
5188,0.25597269624573377,Female,18-44,Midwest
5189,0.5027624309392266,Male,18-44,NA
5190,0.6055045871559633,NA,NA,NA
5191,0.3548387096774194,Female,18-44,Northeast
5193,0.37474332648870634,Male,18-44,South
5195,0.5391304347826087,Female,18-44,Northeast
5196,0.5920679886685553,Female,18-44,South
5197,0.5522388059701493,Male,18-44,Midwest
5198,0.5769230769230769,NA,NA,NA
5199,0.27941176470588236,Female,18-44,Midwest
5200,0.4444444444444444,Female,18-44,West
5201,0.48717948717948717,Female,45+,South
5202,0.25285714285714284,Male,18-44,South
5203,0.6287215411558669,Female,18-44,South
5204,0.6284153005464481,Female,18-44,Northeast
5205,0.17204301075268819,NA,NA,NA
5207,0.23636363636363636,Female,18-44,South
5209,0.322265625,Male,18-44,South
5210,0.5287846481876333,Male,45+,Midwest
5211,0.3290155440414508,Female,18-44,South
5212,0.4122681883024251,Male,18-44,Midwest
5214,0.2644230769230769,Female,18-44,Midwest
5215,0.08064516129032258,Female,18-44,Midwest
5216,0.46987951807228917,Female,18-44,Midwest
5217,0.603448275862069,NA,NA,NA
5218,0.4,Female,18-44,NA
5220,0.25510204081632654,Female,18-44,NA
5222,0.5992970123022847,Female,18-44,South
5223,0.40268456375838924,Female,18-44,West
5225,0.4750733137829912,Female,18-44,NA
5226,0.13333333333333333,Female,18-44,South
5227,0.6995447647951442,Female,18-44,Northeast
5229,0.15384615384615385,Female,18-44,Midwest
5230,0.5458333333333333,Female,18-44,West
5233,0.2822966507177033,Female,18-44,South
5234,0.1875,Female,18-44,NA
5235,0.234375,Female,18-44,South
5236,0.14545454545454545,Male,45+,South
5239,0.6141935483870967,Female,18-44,NA
5240,0.4631578947368421,Female,18-44,NA
5242,0.5896387184730743,Female,18-44,West
5244,0.6821705426356589,Female,18-44,South
5245,0.6055276381909548,Male,18-44,South
5246,0.5742009132420092,Male,45+,West
5247,0.14666666666666667,Female,18-44,NA
5249,0.3035294117647059,Female,18-44,South
5251,0.5177514792899408,Female,45+,NA
5252,0.5961038961038961,Male,18-44,Midwest
5253,0.5033557046979866,NA,NA,NA
5254,0.21739130434782608,Female,18-44,South
5255,0.38657844990548207,NA,NA,NA
5256,0.3012658227848101,Female,18-44,Midwest
5257,0.18518518518518517,Female,18-44,South
5259,0.11666666666666667,Female,18-44,South
5260,0.22413793103448276,Female,18-44,Midwest
5261,0.2783171521035599,Female,45+,Northeast
5262,0.36538461538461536,Female,18-44,South
5263,0.25327510917030566,Female,18-44,Midwest
5265,0.31759656652360513,Female,18-44,NA
5266,0.1956521739130435,Male,18-44,West
5268,0.5070422535211268,Male,18-44,NA
5270,0.07547169811320754,Female,45+,Midwest
5271,0.388560157790927,Male,18-44,NA
5273,0.22882882882882882,Female,18-44,NA
5277,0.2808219178082192,Female,18-44,NA
5278,0.2672413793103448,Female,18-44,South
5279,0.20833333333333334,Female,18-44,South
5281,0.4660493827160494,Female,18-44,South
5282,0.46996466431095407,Female,18-44,NA
5283,0.16,Female,18-44,NA
5284,0.30434782608695654,Female,18-44,NA
5285,0.36328125,Female,18-44,Midwest
5286,0.14285714285714285,Female,18-44,Midwest
5287,0.4569672131147541,NA,NA,NA
5288,0.16201117318435754,Female,18-44,South
5289,0.22468354430379747,Female,18-44,South
5290,0.13333333333333333,Female,18-44,South
5291,0.5898203592814372,Female,18-44,Northeast
5292,0.7525773195876289,NA,NA,NA
5293,0.491566265060241,Female,18-44,Northeast
5294,0.6782407407407407,Female,18-44,NA
5295,0.4198895027624309,Female,18-44,South
5296,0.4334828101644245,Female,45+,South
5297,0.3076923076923077,Female,18-44,NA
5298,0.1958762886597938,Female,18-44,NA
5299,0.6131386861313869,Female,18-44,NA
5300,0.152317880794702,Female,18-44,West
5302,0.3633276740237691,Female,18-44,West
5304,0.24822695035460993,Female,18-44,South
5305,0.4292803970223325,Female,18-44,Midwest
5306,0.49230769230769234,Female,18-44,NA
5307,0.5570652173913043,Female,18-44,South
5308,0.3835978835978836,Female,18-44,West
5309,0.475,Female,18-44,South
5310,0.45132743362831856,Female,18-44,Midwest
5311,0.6497695852534562,Female,18-44,West
5312,0.46601941747572817,Female,18-44,NA
5313,0.43478260869565216,Female,18-44,Northeast
5314,0.5866834170854272,Male,18-44,Midwest
5315,0.3305439330543933,NA,NA,NA
5317,0.4528112449799197,Female,18-44,NA
5319,0.1864406779661017,Female,18-44,NA
5320,0.43859649122807015,Female,18-44,South
5321,0.497164461247637,Female,18-44,NA
5322,0.24691358024691357,Female,18-44,South
5323,0.6966824644549763,Female,45+,NA
5324,0.19101123595505617,Female,18-44,NA
5325,0.29411764705882354,Female,18-44,Midwest
5326,0.7413101604278075,Female,18-44,Midwest
5327,0.16725978647686832,Female,18-44,South
5328,0.4621359223300971,Female,45+,Midwest
5329,0.27071823204419887,Female,18-44,Midwest
5330,0.33415536374845867,Female,45+,Midwest
5331,0.5538461538461539,NA,NA,NA
5332,0.4278728606356968,Female,18-44,NA
5333,0.2972972972972973,Female,18-44,South
5334,0.5333926981300089,Female,18-44,Northeast
5335,0.613126079447323,NA,NA,NA
5336,0.3505747126436782,Female,18-44,West
5337,0.35451505016722407,Female,18-44,NA
5338,0.4852941176470588,Female,18-44,NA
5339,0.403899721448468,Female,18-44,NA
5341,0.3268608414239482,Female,18-44,Northeast
5342,0.6339285714285714,Female,18-44,Midwest
5343,0.38181818181818183,Female,18-44,South
5344,0.6855862584017924,NA,NA,NA
5345,0.32608695652173914,Female,18-44,Midwest
5346,0.6008316008316008,Male,45+,Midwest
5347,0.4200507614213198,Female,45+,Midwest
5348,0.1509433962264151,Male,18-44,Northeast
5349,0.3225806451612903,NA,NA,NA
5351,0.4358490566037736,Female,18-44,Northeast
5352,0.543026706231454,Female,45+,NA
5353,0.43728813559322033,Female,18-44,Midwest
5354,0.4322820037105751,Female,18-44,West
5356,0.0,NA,NA,NA
5357,0.14942528735632185,Female,18-44,West
5358,0.6964285714285714,NA,NA,NA
5359,0.5163636363636364,Female,18-44,West
5360,0.25,Female,45+,South
5361,0.3431372549019608,Female,18-44,West
5362,0.5629405840886204,Male,18-44,Northeast
5363,0.17142857142857143,Female,45+,Midwest
5364,0.6628895184135978,Female,18-44,Midwest
5367,0.3448275862068966,Female,18-44,Northeast
5368,0.29292929292929293,Female,18-44,South
5369,0.37962962962962965,Female,18-44,Midwest
5370,0.46153846153846156,Female,18-44,Midwest
5372,0.3068181818181818,NA,NA,NA
5373,0.3333333333333333,Female,18-44,NA
5374,0.24444444444444444,NA,NA,NA
5375,0.5583333333333333,Female,18-44,NA
5377,0.1715686274509804,Female,18-44,NA
5379,0.4787234042553192,Female,18-44,NA
5381,0.5079365079365079,NA,NA,NA
5383,0.3924050632911392,Female,18-44,South
5384,0.25,Female,18-44,Midwest
5386,0.39509954058192953,Female,18-44,West
5387,0.22916666666666666,NA,NA,NA
5388,0.16666666666666666,Female,18-44,South
5390,0.2835820895522388,NA,NA,NA
5391,0.23076923076923078,NA,NA,NA
5392,0.19444444444444445,Female,18-44,Midwest
5393,0.37906137184115524,Female,18-44,South
5394,0.40963855421686746,Female,45+,NA
5395,0.3556701030927835,Female,18-44,Midwest
5396,0.48226950354609927,Male,45+,South
5397,0.5173501577287066,Female,18-44,South
5398,0.13986013986013987,NA,NA,NA
5399,0.14893617021276595,Female,18-44,West
5401,0.4524714828897338,Female,18-44,South
5402,0.27983539094650206,Male,45+,NA
5403,0.5563258232235702,Male,45+,South
5404,0.35135135135135137,NA,NA,NA
5405,0.2222222222222222,Female,18-44,Midwest
5406,0.47619047619047616,Female,18-44,West
5408,0.4830508474576271,Female,18-44,Midwest
5409,0.13157894736842105,Female,18-44,West
5410,0.37597911227154046,Female,18-44,South
5411,0.19005847953216373,Female,18-44,South
5412,0.6089494163424124,Female,18-44,NA
5413,0.3711507293354943,Female,18-44,NA
5414,0.7820343461030383,Female,18-44,NA
5415,0.22777777777777777,NA,NA,NA
5417,0.5650301464254953,Female,45+,West
5419,0.5609756097560976,Female,18-44,Northeast
5420,0.3368421052631579,Female,18-44,NA
5421,0.4859154929577465,Female,18-44,NA
5422,0.12643678160919541,Female,18-44,Midwest
5424,0.6863354037267081,Female,18-44,NA
5425,0.3179916317991632,Male,45+,Northeast
5426,0.46320346320346323,Female,18-44,Midwest
5427,0.26046511627906976,Female,18-44,South
5429,0.44243421052631576,Female,18-44,Midwest
5430,0.38181818181818183,Female,18-44,West
5431,0.5678627145085804,Female,18-44,Northeast
5432,0.2926829268292683,Female,18-44,West
5433,0.2753623188405797,Female,18-44,Northeast
5434,0.384180790960452,Female,45+,Midwest
5436,0.3220338983050847,Female,18-44,Northeast
5437,0.45958986731001206,Female,18-44,South
5438,0.3065326633165829,Female,18-44,West
5439,0.48984771573604063,Female,45+,NA
5440,0.435,Male,45+,Northeast
5441,0.423407917383821,NA,NA,NA
5442,0.41977800201816345,Female,45+,West
5443,0.5528239202657808,Female,18-44,Midwest
5444,0.5096774193548387,Male,18-44,NA
5445,0.576593720266413,Female,18-44,NA
5446,0.5034722222222222,Female,18-44,Northeast
5447,0.24401913875598086,Male,18-44,West
5448,0.4564732142857143,Female,18-44,West
5451,0.16666666666666666,Female,18-44,South
5453,0.3559322033898305,Female,18-44,West
5454,0.8076923076923077,NA,NA,NA
5455,0.2616822429906542,Female,18-44,Midwest
5456,0.6399197592778335,Female,18-44,Midwest
5457,0.16203703703703703,Female,18-44,West
5458,0.3333333333333333,Female,18-44,Northeast
5459,0.11764705882352941,Female,18-44,NA
5460,0.26024096385542167,Female,18-44,NA
5461,0.40606060606060607,NA,NA,NA
5462,0.606638418079096,Female,18-44,West
5463,0.18421052631578946,Female,18-44,Northeast
5465,0.32231404958677684,Female,18-44,NA
5467,0.4365079365079365,Female,18-44,West
5468,0.4588235294117647,Female,18-44,South
5469,0.5421245421245421,NA,NA,NA
5470,0.7619047619047619,NA,NA,NA
5471,0.48333333333333334,Female,18-44,NA
5473,0.5706051873198847,Male,18-44,West
5474,0.6386785960082588,Male,45+,West
5478,0.2037037037037037,Female,18-44,West
5479,0.4419475655430712,Female,45+,West
5480,0.29473684210526313,Female,18-44,Northeast
5481,0.1,Female,18-44,Midwest
5484,0.3659305993690852,Female,18-44,Northeast
5485,0.7211740041928721,Male,18-44,NA
5486,0.5299363057324841,Female,18-44,South
5488,0.24324324324324326,Female,18-44,NA
5489,0.45569620253164556,Female,18-44,West
5490,0.3181818181818182,Female,18-44,NA
5492,0.5109289617486339,Female,18-44,Midwest
5493,0.2818991097922849,NA,NA,NA
5494,0.15151515151515152,Female,18-44,West
5495,0.5286506469500925,Female,18-44,NA
5496,0.5504885993485342,Female,18-44,NA
5497,0.32432432432432434,Female,45+,NA
5499,0.6396588486140725,Female,18-44,West
5500,0.19666666666666666,Female,18-44,Midwest
5502,0.4313304721030043,Female,18-44,NA
5503,0.5111111111111111,NA,NA,NA
5505,0.22058823529411764,Male,45+,Midwest
5506,0.043478260869565216,Female,45+,South
5507,0.34775888717156106,Male,18-44,South
5508,0.2678062678062678,Female,18-44,Northeast
5509,0.25,Female,45+,West
5510,0.37579617834394907,Female,18-44,NA
5512,0.02702702702702703,Female,18-44,NA
5513,0.5855728429985856,Female,18-44,South
5514,0.034482758620689655,Female,18-44,NA
5515,0.41163055872291904,Female,18-44,NA
5516,0.2946859903381642,Female,18-44,Northeast
5517,0.2982456140350877,Female,18-44,Northeast
5519,0.7233796296296297,Male,18-44,South
5520,0.6502115655853314,Female,18-44,NA
5521,0.5960854092526691,Female,45+,South
5522,0.2807017543859649,Female,18-44,South
5523,0.5244755244755245,Female,18-44,NA
5524,0.48525469168900803,Female,18-44,NA
5525,0.5722222222222222,Male,18-44,NA
5526,0.5714285714285714,Female,18-44,West
5527,0.5456431535269709,Male,18-44,Midwest
5528,0.2537313432835821,Female,18-44,West
5529,0.4397163120567376,Female,18-44,NA
5530,0.49230769230769234,Male,45+,Northeast
5532,0.4247787610619469,Female,18-44,West
5533,0.2631578947368421,Female,18-44,Northeast
5534,0.4675324675324675,Female,18-44,NA
5535,0.5200945626477541,NA,NA,NA
5536,0.1935483870967742,Female,45+,Northeast
5539,0.4144736842105263,NA,NA,NA
5540,0.2892561983471074,Male,18-44,South
5541,0.37593984962406013,NA,NA,NA
5542,0.5258249641319943,Male,18-44,NA
5543,0.5777262180974478,Male,18-44,NA
5545,0.30317848410757947,Male,18-44,Northeast
5547,0.24571428571428572,Female,18-44,West
5548,0.4870259481037924,NA,NA,NA
5549,0.3253012048192771,Female,18-44,NA
5551,0.33035714285714285,Female,18-44,West
5552,0.1836734693877551,Female,18-44,Northeast
5554,0.8301282051282052,NA,NA,NA
5555,0.6462585034013606,Female,18-44,South
5556,0.07142857142857142,Female,45+,Midwest
5557,0.4861878453038674,Male,45+,NA
5559,0.41007194244604317,NA,NA,NA
5560,0.17647058823529413,Female,18-44,West
5561,0.4036458333333333,Female,45+,South
5563,0.36551724137931035,Male,18-44,South
5564,0.3317757009345794,Female,45+,Midwest
5566,0.32459016393442625,Male,18-44,Midwest
5567,0.5710382513661202,NA,NA,NA
5568,0.4227405247813411,Female,18-44,South
5569,0.2077922077922078,Female,18-44,West
5570,0.4098360655737705,Female,45+,NA
5571,0.5060402684563758,Female,18-44,Northeast
5572,0.5471698113207547,Female,45+,NA
5574,0.28735632183908044,Female,18-44,NA
5575,0.38333333333333336,Female,45+,West
5576,0.3291139240506329,Female,18-44,Northeast
5577,0.4228187919463087,NA,NA,NA
5578,0.22404371584699453,Female,18-44,West
5579,0.3176470588235294,Female,18-44,NA
5580,0.08,Female,18-44,South
5582,0.1267605633802817,Female,18-44,NA
5583,0.3693181818181818,Female,45+,Midwest
5584,0.6233766233766234,Female,18-44,NA
5585,0.3189522342064715,Female,18-44,Midwest
5586,0.5356055995130858,NA,NA,NA
5587,0.5694855115316381,Male,18-44,NA
5588,0.26,Female,45+,South
5589,0.5159420289855072,Female,45+,NA
5590,0.4942857142857143,Female,18-44,South
5591,0.4218289085545723,NA,NA,NA
5592,0.2798165137614679,Male,18-44,South
5593,0.5571095571095571,Male,18-44,Midwest
5594,0.4343163538873995,NA,NA,NA
5596,0.0,Female,18-44,Northeast
5597,0.6186770428015564,NA,NA,NA
5598,0.4796573875802998,Female,18-44,Midwest
5599,0.28870292887029286,NA,NA,NA
5601,0.3,Male,18-44,South
5602,0.4124293785310734,Female,18-44,South
5603,0.26573426573426573,Female,18-44,Northeast
5605,0.5353535353535354,Female,18-44,NA
5606,0.6590909090909091,Female,18-44,West
5607,0.5164835164835165,Male,45+,NA
5608,0.44583333333333336,Female,45+,Northeast
5609,0.47619047619047616,Male,18-44,NA
5611,0.37281553398058254,Female,18-44,South
5612,0.29464285714285715,Male,18-44,NA
5613,0.5125195618153364,Male,18-44,South
5614,0.36,Male,18-44,West
5616,0.5224111282843895,Female,18-44,Northeast
5617,0.48142857142857143,NA,NA,NA
5618,0.7089201877934272,Female,18-44,Midwest
5619,0.4837662337662338,Female,18-44,West
5620,0.1590909090909091,Female,18-44,South
5622,0.3298245614035088,Female,18-44,South
5623,0.46846846846846846,NA,NA,NA
5625,0.440625,Female,18-44,West
5626,0.43561643835616437,NA,NA,NA
5628,0.2764227642276423,Female,45+,South
5629,0.47368421052631576,Male,45+,NA
5630,0.5633423180592992,Female,45+,NA
5632,0.3416666666666667,Female,45+,NA
5633,0.23636363636363636,Female,18-44,NA
5634,0.3702127659574468,Female,18-44,South
5635,0.3727598566308244,Female,45+,Midwest
5637,0.4540229885057471,Female,45+,Northeast
5638,0.3684210526315789,Female,45+,Northeast
5639,0.36403508771929827,Male,18-44,South
5640,0.27557160048134777,Female,45+,Northeast
5641,0.37948717948717947,Female,18-44,West
5642,0.48604651162790696,Female,18-44,West
5643,0.20168067226890757,Female,45+,Midwest
5644,0.32038834951456313,Female,18-44,NA
5645,0.616871704745167,Female,45+,South
5646,0.631935047361299,Male,18-44,NA
5647,0.3609625668449198,Female,45+,Midwest
5648,0.6343490304709142,Female,18-44,NA
5650,0.1782178217821782,Female,45+,South
5652,0.10843373493975904,Female,18-44,NA
5653,0.7228464419475655,Male,18-44,Northeast
5654,0.37018425460636517,Male,18-44,South
5655,0.4883720930232558,NA,NA,NA
5656,0.6473988439306358,NA,NA,NA
5657,0.30612244897959184,NA,NA,NA
5658,0.22507122507122507,Female,18-44,Midwest
5659,0.41184971098265893,Female,18-44,NA
5660,0.411214953271028,NA,NA,NA
5661,0.34705075445816186,Female,18-44,Northeast
5662,0.5232273838630807,Female,18-44,Northeast
5663,0.6374045801526718,Female,18-44,Midwest
5664,0.5991189427312775,Female,18-44,Midwest
5667,0.3835616438356164,NA,NA,NA
5668,0.7154340836012861,Male,18-44,Northeast
5669,0.36082474226804123,Female,18-44,West
5671,0.392,Female,18-44,South
5672,0.016129032258064516,Female,18-44,South
5673,0.550561797752809,Female,18-44,South
5674,0.3219761499148211,Male,18-44,South
5676,0.045454545454545456,Female,18-44,West
5677,0.4172661870503597,Female,45+,Northeast
5678,0.6194926568758344,Male,18-44,South
5679,0.5459183673469388,Male,18-44,West
5681,0.24444444444444444,Female,18-44,West
5682,0.32098765432098764,NA,NA,NA
5683,0.4976,Female,18-44,Northeast
5684,0.25766871165644173,Female,18-44,NA
5685,0.21875,Male,18-44,Northeast
5687,0.3392857142857143,Male,18-44,Midwest
5689,0.37012987012987014,Female,45+,South
5690,0.6610284167794317,Female,18-44,South
5691,0.2403846153846154,Female,18-44,Midwest
5692,0.3590733590733591,Female,18-44,Midwest
5693,0.3828125,Male,18-44,Midwest
5694,0.2910321489001692,Female,18-44,Northeast
5695,0.6451016635859519,Female,18-44,Midwest
5696,0.1557377049180328,Female,18-44,South
5697,0.4298440979955457,Male,45+,South
5698,0.3738601823708207,Female,45+,NA
5699,0.5631768953068592,Female,18-44,NA
5700,0.42196531791907516,NA,NA,NA
5701,0.21226415094339623,Female,45+,Midwest
5702,0.21212121212121213,Female,18-44,South
5703,0.6020618556701031,Female,18-44,South
5707,0.508414526129318,Male,45+,Northeast
