uid,perc_repeat_7,gender,age_group,regions_us
1479,0.27692307692307694,Female,45+,NA
1480,0.6607142857142857,Male,18-44,Northeast
1481,0.4141689373297003,Female,18-44,NA
1482,0.25,Male,18-44,NA
1485,0.6163793103448276,NA,NA,NA
1486,0.36645962732919257,Female,18-44,South
1487,0.16346153846153846,Female,18-44,NA
1488,0.23404255319148937,Female,18-44,Northeast
1489,0.3036848792884371,Female,18-44,Midwest
1491,0.6666666666666666,Female,18-44,Northeast
1494,0.517829457364341,Female,45+,South
1495,0.46189024390243905,Female,18-44,NA
1496,0.1259259259259259,Male,18-44,Midwest
1497,0.5440313111545988,Female,45+,West
1498,0.6017569546120058,NA,NA,NA
1499,0.5208333333333334,Female,18-44,West
1500,0.5691358024691358,Female,18-44,NA
1501,0.3518776077885953,Female,45+,West
1502,0.5082304526748971,NA,NA,NA
1503,0.39826839826839827,Female,18-44,Midwest
1505,0.35668789808917195,Female,18-44,NA
1506,0.36792452830188677,NA,NA,NA
1507,0.49939975990396157,Female,45+,Midwest
1509,0.3522388059701492,NA,NA,NA
1511,0.3018867924528302,Female,18-44,South
1512,0.20408163265306123,Female,18-44,NA
1513,0.13333333333333333,Female,18-44,South
1514,0.2222222222222222,NA,NA,NA
1515,0.42712842712842713,NA,NA,NA
1516,0.4368421052631579,Female,18-44,NA
1518,0.5395136778115501,Female,18-44,South
1519,0.2553191489361702,Female,18-44,NA
1520,0.30851063829787234,Female,45+,NA
1522,0.2535211267605634,Female,18-44,Northeast
1526,0.3546099290780142,Male,18-44,NA
1527,0.6907391673746814,Female,45+,Midwest
1528,0.4161073825503356,Female,18-44,Midwest
1529,0.4057649667405765,NA,NA,NA
1530,0.488031914893617,NA,NA,NA
1531,0.5544554455445545,NA,NA,NA
1532,0.047619047619047616,NA,NA,NA
1533,0.544385026737968,Female,18-44,South
1535,0.29896907216494845,Female,18-44,South
1536,0.5439469320066335,Female,18-44,West
1537,0.4175257731958763,Female,18-44,NA
1538,0.5477855477855478,Female,45+,Midwest
1539,0.6685552407932012,Female,18-44,West
1540,0.24170616113744076,NA,NA,NA
1541,0.6958904109589041,NA,NA,NA
1542,0.6933333333333334,NA,NA,NA
1543,0.30970149253731344,NA,NA,NA
1544,0.6906474820143885,Female,18-44,NA
1546,0.32978723404255317,Female,18-44,South
1548,0.30612244897959184,Female,18-44,Northeast
1549,0.662090813093981,Female,18-44,Midwest
1551,0.3735632183908046,Female,18-44,Midwest
1552,0.475,Female,18-44,NA
1553,0.6436170212765957,Female,18-44,NA
1555,0.29411764705882354,Female,18-44,Midwest
1557,0.42857142857142855,Male,45+,Midwest
1558,0.5523114355231143,Female,18-44,NA
1559,0.39655172413793105,Female,45+,South
1560,0.140625,Female,18-44,Midwest
1561,0.1111111111111111,Female,18-44,NA
1562,0.5292368681863231,Female,45+,Midwest
1563,0.3497536945812808,Female,18-44,South
1564,0.21212121212121213,Female,18-44,Northeast
1565,0.3055555555555556,Female,18-44,NA
1566,0.6190082644628099,NA,NA,NA
1567,0.4462809917355372,Female,18-44,Midwest
1568,0.4853801169590643,NA,NA,NA
1570,0.36129032258064514,Female,18-44,Midwest
1571,0.31666666666666665,Female,18-44,Midwest
1573,0.28061224489795916,Female,18-44,NA
1574,0.29906542056074764,Male,18-44,NA
1575,0.48129032258064514,Male,18-44,NA
1576,0.5251396648044693,Female,18-44,West
1577,0.5256673511293635,Female,18-44,NA
1578,0.5068493150684932,Female,18-44,NA
1579,0.5955414012738853,Female,45+,West
1580,0.3025210084033613,Female,18-44,NA
1581,0.3281853281853282,NA,NA,NA
1582,0.5,Female,18-44,NA
1583,0.24444444444444444,Female,18-44,NA
1584,0.6862170087976539,Female,18-44,NA
1585,0.4603616133518776,Female,18-44,Northeast
1587,0.2962962962962963,NA,NA,NA
1588,0.17647058823529413,Female,18-44,NA
1589,0.31773879142300193,NA,NA,NA
1590,0.6961852861035422,NA,NA,NA
1591,0.35944700460829493,NA,NA,NA
1592,0.2558139534883721,Female,45+,West
1593,0.39080459770114945,Female,18-44,Midwest
1594,0.3879003558718861,Female,18-44,West
1595,0.46078431372549017,Female,18-44,Midwest
1597,0.07894736842105263,Female,18-44,Midwest
1599,0.44038929440389296,Female,18-44,NA
1600,0.5307262569832403,Female,18-44,NA
1601,0.5032894736842105,Female,18-44,NA
1602,0.24107142857142858,NA,NA,NA
1603,0.49079754601226994,Female,18-44,Northeast
1606,0.25806451612903225,Female,18-44,South
1607,0.41896024464831805,Female,45+,South
1608,0.14705882352941177,Female,18-44,West
1609,0.35246842709529275,Female,18-44,NA
1612,0.041666666666666664,NA,NA,NA
1613,0.17117117117117117,Female,18-44,NA
1615,0.4486652977412731,Female,18-44,South
1616,0.5557275541795665,Female,45+,Midwest
1618,0.7275711159737418,Female,45+,NA
1619,0.42857142857142855,Female,18-44,Northeast
1620,0.46973365617433416,Female,18-44,Midwest
1621,0.4766355140186916,Female,45+,Midwest
1622,0.1930232558139535,Female,18-44,Northeast
1623,0.25925925925925924,Female,18-44,South
1624,0.25538971807628524,Female,18-44,Northeast
1625,0.3512064343163539,Female,18-44,South
1627,0.6442307692307693,Female,45+,West
1628,0.47282608695652173,Female,18-44,South
1630,0.401673640167364,NA,NA,NA
1631,0.07936507936507936,Female,18-44,Northeast
1632,0.20110192837465565,Female,45+,South
1635,0.3394495412844037,Female,18-44,NA
1637,0.6082949308755761,Female,18-44,NA
1640,0.508695652173913,Female,18-44,NA
1642,0.2857142857142857,Female,45+,Northeast
1643,0.5866261398176292,Female,18-44,NA
1644,0.3973509933774834,Male,45+,Northeast
1646,0.25,Female,18-44,NA
1647,0.265625,Female,45+,NA
1649,0.5641025641025641,Male,45+,West
1650,0.49206349206349204,NA,NA,NA
1651,0.18604651162790697,Female,18-44,South
1652,0.16666666666666666,Female,45+,NA
1653,0.25274725274725274,NA,NA,NA
1654,0.36585365853658536,Female,45+,NA
1655,0.39,Female,18-44,Northeast
1656,0.3140495867768595,Male,18-44,NA
1657,0.1709090909090909,Male,18-44,West
1659,0.3148148148148148,Female,18-44,South
1660,0.39849624060150374,Female,45+,NA
1661,0.29850746268656714,Female,18-44,West
1662,0.4774774774774775,Female,18-44,West
1663,0.344,Female,18-44,West
1664,0.8567774936061381,Female,18-44,South
1665,0.3402777777777778,Female,18-44,West
1666,0.3855072463768116,Female,18-44,Northeast
1667,0.5197368421052632,NA,NA,NA
1668,0.05555555555555555,Female,18-44,South
1669,0.5052410901467506,Female,18-44,Midwest
1670,0.5794392523364486,Female,45+,South
1671,0.49242424242424243,Male,18-44,NA
1672,0.3299492385786802,Female,18-44,NA
1673,0.5691489361702128,NA,NA,NA
1674,0.775047258979206,NA,NA,NA
1675,0.4275092936802974,NA,NA,NA
1676,0.3140495867768595,Female,45+,NA
1677,0.5035663338088445,Female,18-44,NA
1678,0.4216417910447761,Male,45+,Midwest
1679,0.5988538681948424,Female,45+,NA
1680,0.4088888888888889,Female,45+,Midwest
1682,0.08,Female,18-44,NA
1683,0.14035087719298245,NA,NA,NA
1685,0.38095238095238093,Female,18-44,NA
1686,0.4158878504672897,Male,18-44,Midwest
1687,0.38461538461538464,Male,18-44,Northeast
1688,0.36486486486486486,NA,NA,NA
1690,0.39473684210526316,Female,18-44,South
1691,0.32682926829268294,Female,18-44,South
1692,0.35294117647058826,Female,18-44,Midwest
1693,0.3469387755102041,Male,18-44,NA
1694,0.5230769230769231,NA,NA,NA
1695,0.4225352112676056,Male,45+,Midwest
1696,0.5295950155763239,Male,18-44,South
1699,0.4736111111111111,Female,18-44,NA
1700,0.5756056808688388,Male,45+,NA
1702,0.38535911602209943,Female,45+,Midwest
1704,0.3154121863799283,Female,18-44,NA
1705,0.39344262295081966,Female,18-44,South
1706,0.2909090909090909,Female,18-44,Northeast
1707,0.4676470588235294,Female,45+,West
1708,0.3291139240506329,Female,18-44,Midwest
1709,0.38071065989847713,Female,18-44,West
1710,0.5361216730038023,Female,18-44,NA
1711,0.4519230769230769,Female,18-44,NA
1713,0.15625,Female,18-44,West
1714,0.4297872340425532,NA,NA,NA
1715,0.3852739726027397,Female,45+,NA
1716,0.6574074074074074,Female,18-44,NA
1717,0.24390243902439024,Male,18-44,West
1718,0.22535211267605634,Female,18-44,Midwest
1719,0.08974358974358974,Female,18-44,South
1721,0.5159377316530763,Female,18-44,Midwest
1723,0.47237076648841353,Female,18-44,Midwest
1726,0.5870967741935483,Female,18-44,West
1727,0.6654275092936803,Female,18-44,Midwest
1729,0.5542168674698795,Female,18-44,South
1730,0.375,Female,18-44,Midwest
1732,0.5312934631432545,Female,18-44,West
1734,0.18421052631578946,Female,18-44,Midwest
1735,0.4805194805194805,Female,18-44,South
1736,0.3963254593175853,Female,45+,Northeast
1737,0.5026595744680851,Female,18-44,NA
1738,0.16279069767441862,Male,45+,NA
1739,0.5873015873015873,Male,18-44,Northeast
1740,0.1875,Female,18-44,NA
1741,0.23529411764705882,Female,45+,West
1742,0.2903225806451613,Female,18-44,NA
1743,0.3986842105263158,Female,45+,Midwest
1744,0.2857142857142857,Female,18-44,Northeast
1745,0.21052631578947367,Female,45+,West
1746,0.3333333333333333,Female,18-44,NA
1747,0.5052356020942408,Female,45+,Northeast
1748,0.3230769230769231,Female,18-44,Northeast
1749,0.5114155251141552,NA,NA,NA
1750,0.3037974683544304,NA,NA,NA
1751,0.46563573883161513,NA,NA,NA
1754,0.06666666666666667,Female,18-44,Midwest
1756,0.08695652173913043,Male,45+,Midwest
1757,0.2097902097902098,Male,45+,NA
1758,0.6923076923076923,Male,18-44,NA
1759,0.2571428571428571,NA,NA,NA
1760,0.3333333333333333,Male,45+,West
1761,0.391304347826087,Female,18-44,Midwest
1763,0.391025641025641,Female,18-44,Northeast
1764,0.2909090909090909,Male,18-44,Midwest
1765,0.3949579831932773,Female,18-44,South
1767,0.5767263427109974,Female,18-44,Northeast
1768,0.3025540275049116,Female,18-44,NA
1772,0.3314176245210728,Female,45+,West
1775,0.45588235294117646,Male,18-44,Midwest
1776,0.265625,Male,45+,West
1777,0.21005917159763313,Female,45+,Midwest
1779,0.7219730941704036,Female,18-44,Midwest
1780,0.4764705882352941,Female,18-44,West
1781,0.43037974683544306,Female,18-44,West
1782,0.3017241379310345,NA,NA,NA
1784,0.0673076923076923,Female,18-44,Midwest
1785,0.459866220735786,Female,18-44,Midwest
1787,0.32432432432432434,Female,18-44,Northeast
1788,0.05,Female,18-44,Northeast
1789,0.14622641509433962,Female,18-44,South
1790,0.5441595441595442,NA,NA,NA
1791,0.5469387755102041,Female,18-44,NA
1793,0.2361111111111111,Female,18-44,West
1797,0.5714285714285714,Female,18-44,Northeast
1799,0.4184652278177458,Female,18-44,Midwest
1800,0.2777777777777778,NA,NA,NA
1801,0.34973637961335674,Female,18-44,South
1802,0.3288888888888889,NA,NA,NA
1804,0.48120300751879697,NA,NA,NA
1805,0.7338129496402878,NA,NA,NA
1806,0.18518518518518517,Female,18-44,Midwest
1807,0.5238095238095238,Female,18-44,West
1808,0.44722222222222224,NA,NA,NA
1809,0.461038961038961,Female,18-44,West
1810,0.44952380952380955,NA,NA,NA
1811,0.234375,Female,18-44,NA
1813,0.6663829787234042,Female,18-44,West
1815,0.25301204819277107,Female,18-44,South
1816,0.6353383458646616,Female,18-44,Northeast
1817,0.5473684210526316,Female,18-44,Northeast
1818,0.2465753424657534,Female,18-44,Northeast
1819,0.4852941176470588,Female,18-44,Midwest
1821,0.13333333333333333,Female,18-44,Northeast
1822,0.5269461077844312,Female,18-44,Midwest
1823,0.4888888888888889,Female,18-44,West
1825,0.39464882943143814,Female,18-44,Midwest
1826,0.4042735042735043,Female,18-44,West
1828,0.288135593220339,Female,18-44,Midwest
1829,0.6573604060913706,Female,18-44,South
1830,0.5180467091295117,Male,45+,NA
1831,0.2553191489361702,Female,18-44,South
1832,0.4631268436578171,Female,18-44,South
1833,0.43444730077120824,Female,18-44,Midwest
1835,0.2597402597402597,Female,18-44,South
1836,0.39267015706806285,NA,NA,NA
1837,0.29133858267716534,Female,18-44,Northeast
1840,0.7657657657657657,Female,18-44,NA
1841,0.5853293413173652,Female,45+,Midwest
1843,0.18681318681318682,Female,18-44,West
1844,0.6666666666666666,Female,45+,NA
1845,0.4961832061068702,Male,45+,South
1846,0.3944954128440367,Male,18-44,South
1849,0.1696035242290749,Female,45+,West
1850,0.23423423423423423,Female,18-44,NA
1851,0.4095238095238095,NA,NA,NA
1852,0.24528301886792453,Female,18-44,NA
1853,0.6155844155844156,NA,NA,NA
1854,0.17777777777777778,Female,18-44,Midwest
1855,0.46946564885496184,Female,18-44,Northeast
1856,0.3130699088145897,Female,18-44,NA
1857,0.17960088691796008,Female,18-44,Midwest
1858,0.23880597014925373,Female,18-44,NA
1859,0.09523809523809523,Female,18-44,South
1860,0.3523809523809524,Female,18-44,South
1861,0.12195121951219512,Male,18-44,South
1862,0.5164728682170543,Female,45+,NA
1864,0.24285714285714285,Female,18-44,NA
1865,0.32558139534883723,Female,18-44,NA
1868,0.12244897959183673,Female,18-44,South
1869,0.203125,Female,18-44,South
1871,0.11940298507462686,Female,18-44,West
1872,0.18309859154929578,Female,18-44,Northeast
1874,0.3511111111111111,Female,18-44,Midwest
1877,0.2988505747126437,Female,45+,NA
1878,0.436241610738255,Female,18-44,Midwest
1879,0.3885350318471338,Female,18-44,South
1882,0.44282238442822386,Female,18-44,NA
1884,0.15527950310559005,Female,18-44,South
1885,0.3330134357005758,Female,NA,NA
1886,0.3108108108108108,Female,18-44,South
1887,0.038461538461538464,Female,18-44,South
1889,0.5310173697270472,Female,18-44,South
1890,0.23255813953488372,Female,18-44,NA
1891,0.24307692307692308,Female,18-44,South
1892,0.358974358974359,NA,NA,NA
1893,0.2766439909297052,Female,18-44,Northeast
1894,0.4049689440993789,Female,45+,Northeast
1895,0.6104995766299746,Female,18-44,South
1896,0.4396551724137931,Male,18-44,South
1897,0.5217391304347826,Male,18-44,NA
1898,0.38,Female,18-44,NA
1899,0.5653206650831354,Male,18-44,NA
1900,0.4810126582278481,Female,18-44,West
1901,0.3106796116504854,Female,18-44,South
1902,0.19337016574585636,Female,18-44,Midwest
1903,0.7003699136868065,Female,45+,NA
1906,0.6426666666666667,Female,45+,South
1907,0.358974358974359,NA,NA,NA
1910,0.203125,Female,18-44,South
1911,0.3525641025641026,Female,18-44,South
1912,0.21666666666666667,Female,18-44,Northeast
1913,0.27906976744186046,Female,45+,South
1914,0.14285714285714285,Female,18-44,South
1916,0.5483870967741935,Female,18-44,West
1917,0.328125,Female,18-44,NA
1918,0.3669064748201439,Female,18-44,Northeast
1919,0.5620437956204379,Female,18-44,NA
1920,0.14285714285714285,Female,45+,West
1921,0.5812807881773399,Female,18-44,NA
1923,0.2765957446808511,Female,18-44,Midwest
1924,0.71875,Female,45+,West
1925,0.05714285714285714,Female,18-44,Midwest
1926,0.16260162601626016,Female,18-44,Northeast
1928,0.7389202256244963,Male,45+,West
1929,0.6915492957746479,Female,18-44,Midwest
1931,0.4,Male,18-44,South
1932,0.40236686390532544,Male,45+,Northeast
1933,0.5274074074074074,Male,18-44,South
1936,0.6440237564959168,Male,18-44,NA
1938,0.3170731707317073,Male,45+,West
1939,0.49391727493917276,Male,18-44,Northeast
1940,0.06896551724137931,Female,18-44,South
1942,0.5178807947019868,Female,18-44,NA
1943,0.4027777777777778,Female,18-44,South
1945,0.12568306010928962,Female,18-44,South
1946,0.11702127659574468,Female,18-44,NA
1947,0.4909090909090909,Female,18-44,Northeast
1948,0.26148409893992935,Female,18-44,West
1950,0.408983451536643,NA,NA,NA
1951,0.20454545454545456,Female,18-44,South
1953,0.6502242152466368,Female,18-44,NA
1956,0.078125,NA,NA,NA
1957,0.22950819672131148,Female,18-44,South
1958,0.53198127925117,Female,18-44,South
1959,0.5599268069533394,NA,NA,NA
1961,0.6895424836601307,Female,18-44,West
1962,0.5,Female,18-44,Northeast
1963,0.3493150684931507,Female,18-44,Northeast
1964,0.32592592592592595,Female,18-44,NA
1965,0.31125827814569534,Female,18-44,NA
1967,0.26804123711340205,Female,18-44,NA
1968,0.4355300859598854,NA,NA,NA
1969,0.2,Female,18-44,South
1970,0.5693877551020409,Female,45+,South
1972,0.3717948717948718,Female,18-44,South
1975,0.043478260869565216,Female,18-44,Northeast
1976,0.5874730021598272,Female,18-44,South
1979,0.37222222222222223,Female,18-44,South
1980,0.545,Female,18-44,NA
1981,0.7027027027027027,Male,45+,NA
1982,0.5450530035335689,Female,18-44,NA
1983,0.47761194029850745,Male,18-44,South
1984,0.4361567635903919,Female,18-44,NA
1985,0.31007751937984496,Female,18-44,Northeast
1986,0.35294117647058826,NA,NA,NA
1987,0.5151515151515151,Female,45+,Northeast
1988,0.045454545454545456,Female,18-44,West
1989,0.3567567567567568,Female,45+,South
1990,0.325,Female,18-44,West
1992,0.3392857142857143,Male,45+,West
1994,0.3333333333333333,Male,18-44,West
1995,0.4117647058823529,Female,18-44,NA
1996,0.3880597014925373,Female,18-44,NA
1998,0.6174734356552538,NA,NA,NA
1999,0.36046511627906974,Female,18-44,Midwest
2001,0.32786885245901637,Female,18-44,South
2005,0.44807121661721067,Female,18-44,NA
2006,0.4431818181818182,Male,18-44,NA
2007,0.4927536231884058,NA,NA,NA
2008,0.6779324055666004,Female,18-44,NA
2009,0.3698630136986301,NA,NA,NA
2011,0.647594278283485,Female,45+,Northeast
2012,0.18571428571428572,Female,45+,South
2013,0.5756843800322061,NA,NA,NA
2015,0.3805668016194332,Female,18-44,Midwest
2016,0.30097087378640774,Female,18-44,NA
2017,0.4798387096774194,Female,18-44,South
2018,0.3940677966101695,Female,18-44,NA
2021,0.528,NA,NA,NA
2023,0.31866197183098594,Female,18-44,West
2024,0.31329113924050633,Female,18-44,Midwest
2026,0.5895522388059702,Female,18-44,NA
2027,0.5224586288416075,Female,18-44,West
2028,0.39436619718309857,Female,18-44,NA
2029,0.3644859813084112,Female,45+,NA
2033,0.1590909090909091,Female,18-44,Northeast
2034,0.3541666666666667,Female,18-44,West
2035,0.13953488372093023,Male,18-44,NA
2037,0.09803921568627451,Female,18-44,Northeast
2039,0.4968553459119497,Female,18-44,South
2040,0.32786885245901637,Female,18-44,South
2041,0.3,Female,18-44,West
2042,0.37214137214137216,NA,NA,NA
2044,0.33962264150943394,Female,18-44,Northeast
2045,0.46774193548387094,NA,NA,NA
2046,0.11594202898550725,NA,NA,NA
2047,0.3561643835616438,Female,18-44,South
2048,0.22857142857142856,Female,18-44,NA
2050,0.7318361955085865,Male,18-44,Northeast
2051,0.3778801843317972,Female,18-44,Midwest
2053,0.26126126126126126,Female,45+,NA
2054,0.2857142857142857,Female,18-44,West
2056,0.7111984282907662,Female,18-44,Midwest
2057,0.49464285714285716,Female,18-44,South
2059,0.5192660550458715,NA,NA,NA
2061,0.4492753623188406,Female,18-44,NA
2062,0.3983739837398374,Female,18-44,NA
2065,0.34035087719298246,Female,18-44,West
2067,0.6013667425968109,Female,18-44,NA
2068,0.11442786069651742,Female,18-44,South
2069,0.2912621359223301,Female,18-44,Midwest
2070,0.37341772151898733,Female,18-44,Midwest
2072,0.35294117647058826,Female,18-44,Northeast
2074,0.11538461538461539,Female,18-44,NA
2076,0.19230769230769232,Female,18-44,South
2077,0.39156626506024095,Female,18-44,South
2078,0.42661691542288555,Female,18-44,Northeast
2079,0.471976401179941,Female,18-44,Midwest
2080,0.4025974025974026,Female,18-44,West
2081,0.08536585365853659,Female,18-44,Midwest
2083,0.7015544041450777,Female,18-44,Midwest
2084,0.3333333333333333,Female,18-44,NA
2086,0.10256410256410256,Female,45+,South
2088,0.5,Female,18-44,South
2089,0.3902439024390244,Male,18-44,West
2090,0.6686813186813186,Female,18-44,Northeast
2091,0.4351145038167939,Female,18-44,South
2094,0.5836734693877551,Male,45+,NA
2095,0.19591836734693877,Male,45+,Midwest
2096,0.25779967159277506,NA,NA,NA
2097,0.23529411764705882,Female,18-44,West
2098,0.5166666666666667,Female,45+,Northeast
2099,0.6622127204703367,Female,18-44,Northeast
2100,0.16216216216216217,Female,18-44,West
2101,0.44,Female,18-44,South
2102,0.5616224648985959,Female,18-44,NA
2103,0.4565916398713826,NA,NA,NA
2104,0.25862068965517243,Female,18-44,NA
2106,0.3310104529616725,Male,45+,Midwest
2108,0.28289473684210525,Female,18-44,Northeast
2109,0.5142857142857142,Male,18-44,South
2110,0.18226600985221675,NA,NA,NA
2111,0.6201342281879194,NA,NA,NA
2112,0.5909090909090909,Male,18-44,Northeast
2113,0.4742857142857143,Female,18-44,NA
2114,0.5482758620689655,Male,18-44,NA
2115,0.11194029850746269,Female,18-44,NA
2116,0.36101083032490977,Female,18-44,Northeast
2118,0.5666666666666667,NA,NA,NA
2119,0.2571428571428571,Female,45+,South
2122,0.12727272727272726,Female,18-44,Northeast
2123,0.3753527751646284,Female,18-44,Midwest
2124,0.35626535626535627,Female,18-44,West
2125,0.38812154696132595,NA,NA,NA
2127,0.5522598870056498,NA,NA,NA
2128,0.6722689075630253,Male,18-44,NA
2130,0.5866666666666667,Male,18-44,Midwest
2132,0.7379679144385026,Female,18-44,West
2133,0.5260115606936416,Female,45+,Northeast
2136,0.2553191489361702,Female,45+,South
2138,0.29411764705882354,NA,NA,NA
2139,0.1590909090909091,Female,45+,NA
2140,0.332541567695962,Female,18-44,Northeast
2141,0.6666666666666666,Female,18-44,West
2142,0.41343126967471144,Female,18-44,West
2145,0.08823529411764706,Male,18-44,Northeast
2146,0.4476987447698745,Female,18-44,South
2147,0.6694444444444444,Female,45+,NA
2149,0.6067415730337079,Female,45+,West
2150,0.523093447905478,Female,18-44,West
2152,0.3669172932330827,Female,45+,NA
2153,0.4222222222222222,NA,NA,NA
2154,0.15625,Female,18-44,West
2155,0.4,Female,18-44,NA
2156,0.12987012987012986,Female,18-44,South
2157,0.49140401146131807,Female,45+,Midwest
2158,0.5258620689655172,Female,18-44,West
2159,0.08333333333333333,Female,18-44,Midwest
2160,0.37777777777777777,Female,45+,Northeast
2161,0.39410395655546937,Male,45+,Northeast
2162,0.2857142857142857,Female,18-44,NA
2164,0.3516819571865443,Female,18-44,Northeast
2166,0.5649484536082474,Female,45+,Midwest
2167,0.2087912087912088,Female,45+,West
2168,0.44680851063829785,Female,45+,NA
2169,0.45581737849779086,Male,45+,Midwest
2170,0.3333333333333333,Male,45+,NA
2171,0.1590909090909091,Female,18-44,NA
2172,0.3339333933393339,Female,18-44,Midwest
2174,0.14,Female,18-44,NA
2175,0.2890625,Female,18-44,South
2176,0.5359712230215827,Female,45+,South
2177,0.38461538461538464,Female,45+,South
2180,0.4225941422594142,Female,18-44,Northeast
2181,0.5512820512820513,Female,18-44,Midwest
2182,0.3974358974358974,Male,45+,South
2183,0.653179190751445,Male,45+,NA
2184,0.6628571428571428,Female,18-44,NA
2185,0.4083333333333333,NA,NA,NA
2188,0.478494623655914,Female,18-44,Midwest
2192,0.4444444444444444,Female,18-44,Northeast
2193,0.559322033898305,NA,NA,NA
2194,0.3888888888888889,Female,18-44,West
2196,0.6628041714947857,Female,18-44,Midwest
2197,0.5685840707964602,Female,45+,South
2198,0.3089430894308943,Female,18-44,NA
2199,0.5664739884393064,Female,18-44,NA
2201,0.5332302936630603,Female,18-44,NA
2202,0.3898305084745763,Female,18-44,Northeast
2203,0.4329268292682927,Female,18-44,West
2206,0.34545454545454546,Female,18-44,South
2207,0.6164383561643836,Female,18-44,South
2208,0.4510433386837881,Male,18-44,South
2210,0.2631578947368421,Female,45+,South
2211,0.42052469135802467,Female,18-44,NA
2212,0.5641025641025641,Female,18-44,NA
2213,0.5384615384615384,Female,45+,NA
2214,0.1452991452991453,Female,45+,Midwest
2215,0.1780821917808219,NA,NA,NA
2216,0.5977198697068404,Female,18-44,South
2217,0.26881720430107525,Female,18-44,Midwest
2218,0.4377880184331797,NA,NA,NA
2222,0.24778761061946902,Female,18-44,South
2223,0.041666666666666664,NA,NA,NA
2224,0.4798136645962733,Female,18-44,Midwest
2225,0.44285714285714284,Male,18-44,South
2226,0.3509090909090909,Female,45+,South
2230,0.4009433962264151,Female,18-44,NA
2233,0.6298850574712643,NA,NA,NA
2234,0.46441281138790036,Female,18-44,Northeast
2235,0.5970149253731343,NA,NA,NA
2236,0.2577777777777778,Female,18-44,South
2237,0.43191196698762035,Female,18-44,West
2238,0.2549019607843137,Female,18-44,South
2239,0.14634146341463414,Female,45+,South
2240,0.6682156133828996,Female,45+,NA
2241,0.22413793103448276,Female,18-44,Midwest
2242,0.08,Female,NA,NA
2243,0.4166666666666667,Female,18-44,NA
2245,0.4798994974874372,Male,18-44,West
2246,0.4152334152334152,Female,45+,South
2247,0.3039772727272727,Female,18-44,West
2248,0.6850715746421268,NA,NA,NA
2249,0.6884328358208955,NA,NA,NA
2250,0.02564102564102564,Female,18-44,South
2251,0.4846014492753623,Female,45+,South
2252,0.6081081081081081,Female,18-44,South
2253,0.4724689165186501,Male,45+,NA
2255,0.49145299145299143,Female,18-44,Northeast
2256,0.28115015974440893,Female,18-44,West
2258,0.5,Female,18-44,West
2259,0.125,Female,45+,NA
2261,0.6013986013986014,Female,45+,West
2262,0.20121951219512196,Female,18-44,South
2263,0.2631578947368421,Female,18-44,NA
2264,0.13432835820895522,Female,45+,South
2265,0.3695652173913043,Female,18-44,NA
2266,0.22522522522522523,Female,18-44,NA
2267,0.21030042918454936,Female,18-44,Midwest
2268,0.472,Female,18-44,Northeast
2269,0.4019370460048426,Female,18-44,South
2270,0.5054945054945055,NA,NA,NA
2271,0.07142857142857142,Female,45+,West
2272,0.09090909090909091,Female,45+,Midwest
2273,0.35714285714285715,Female,18-44,South
2274,0.3216374269005848,Female,18-44,Northeast
2275,0.4393063583815029,Male,45+,Northeast
2276,0.5254237288135594,Female,18-44,NA
2277,0.5595854922279793,Female,18-44,NA
2280,0.454337899543379,NA,NA,NA
2281,0.35365853658536583,Female,45+,NA
2282,0.366412213740458,Male,18-44,NA
2283,0.45913461538461536,Female,18-44,NA
2284,0.2753623188405797,NA,NA,NA
2285,0.33783783783783783,Female,18-44,Midwest
2286,0.4182655410590944,Female,18-44,West
2287,0.18309859154929578,Female,45+,South
2288,0.27218934911242604,Female,45+,Midwest
2290,0.6342756183745583,Female,18-44,Midwest
2291,0.5831960461285008,NA,NA,NA
2292,0.4166666666666667,Female,18-44,South
2295,0.43351063829787234,Female,18-44,Northeast
2296,0.41414141414141414,Female,18-44,NA
2297,0.5535055350553506,Female,45+,NA
2298,0.1640625,Female,45+,Midwest
2299,0.5422818791946309,Male,18-44,South
2300,0.4826254826254826,NA,NA,NA
2301,0.26453488372093026,Female,18-44,Midwest
2302,0.5911111111111111,Female,45+,Midwest
2303,0.24,Female,18-44,NA
2304,0.5650969529085873,Female,18-44,South
2306,0.3130699088145897,Male,18-44,South
2307,0.33170731707317075,Female,18-44,South
2308,0.41434262948207173,Female,18-44,West
2310,0.3467741935483871,Male,18-44,NA
2311,0.3333333333333333,Female,45+,Northeast
2312,0.27507163323782235,Male,45+,South
2313,0.5900990099009901,Female,18-44,West
2314,0.3745583038869258,Male,18-44,Midwest
2315,0.4985754985754986,Male,18-44,Midwest
2316,0.429042904290429,Female,18-44,West
2317,0.43617021276595747,Female,18-44,NA
2319,0.541544477028348,NA,NA,NA
2320,0.19230769230769232,Female,45+,West
2321,0.19090909090909092,Male,18-44,West
2323,0.5894590846047156,Female,18-44,South
2324,0.41883116883116883,Male,18-44,Northeast
2325,0.35353535353535354,Male,18-44,Northeast
2326,0.6138888888888889,NA,NA,NA
2328,0.043478260869565216,Female,45+,Midwest
2329,0.5467816854678168,Male,18-44,Northeast
2332,0.4376657824933687,Male,18-44,NA
2333,0.11494252873563218,NA,NA,NA
2334,0.19480519480519481,Female,45+,Midwest
2336,0.15053763440860216,Female,45+,Midwest
