uid,perc_0,perc_1,perc_2,perc_3
112,0.2,0.23076923076923078,0.09090909090909091,0.4117647058823529
113,0.14285714285714285,0.0,0.0,0.14285714285714285
114,0.3082706766917293,0.2777777777777778,0.3173076923076923,0.24242424242424243
116,,,,0.1125
117,0.8333333333333334,0.6091954022988506,0.1125,0.5257731958762887
118,0.4875444839857651,0.14615384615384616,0.20689655172413793,0.6635514018691588
119,0.3125,0.1111111111111111,0.13333333333333333,0.08695652173913043
121,0.6298701298701299,0.1744186046511628,0.06,0.03125
122,0.4368932038834951,0.2,0.15789473684210525,0.1111111111111111
123,,,,0.3829787234042553
124,0.7567567567567568,0.3939393939393939,0.53125,0.47619047619047616
125,0.5337837837837838,0.22764227642276422,0.14473684210526316,0.23
127,,,,0.49019607843137253
128,0.595,0.19662921348314608,0.125,0.25206611570247933
129,0.5,0.0,0.0,0.18181818181818182
130,0.4166666666666667,0.0,0.13333333333333333,
131,0.8785046728971962,0.6021505376344086,0.38095238095238093,0.11764705882352941
134,0.2689075630252101,0.16455696202531644,0.13978494623655913,0.33088235294117646
135,0.23529411764705882,0.35714285714285715,0.2,0.05263157894736842
136,,,,0.32558139534883723
137,0.4444444444444444,0.6932773109243697,0.2247191011235955,0.5882352941176471
138,0.5625,0.0,0.0,0.45454545454545453
139,0.15789473684210525,0.35714285714285715,0.0,0.0
140,0.6585365853658537,0.4225352112676056,0.23809523809523808,0.3880597014925373
141,0.0,0.06666666666666667,0.0,0.0
142,0.6762295081967213,0.32567049808429116,,0.24528301886792453
143,0.0,0.0,0.0,0.14285714285714285
144,0.696078431372549,0.34615384615384615,0.15384615384615385,0.16666666666666666
146,0.65,0.12318840579710146,0.056818181818181816,0.4868913857677903
147,0.631578947368421,,0.5,0.3411764705882353
148,0.24752475247524752,0.13157894736842105,0.03125,0.17391304347826086
150,0.6292134831460674,0.1896551724137931,0.1267605633802817,0.46511627906976744
151,0.46308724832214765,0.24157303370786518,0.16071428571428573,0.27058823529411763
152,0.625,0.45,0.19298245614035087,0.7368421052631579
153,0.56,0.1509433962264151,0.21428571428571427,
154,0.32666666666666666,0.4112903225806452,0.26582278481012656,0.4407894736842105
155,0.5681818181818182,0.16666666666666666,0.07894736842105263,0.0625
157,0.6,0.38461538461538464,0.2972972972972973,0.25
158,0.7741935483870968,0.6835443037974683,0.40615384615384614,0.6262626262626263
159,0.21428571428571427,0.18691588785046728,0.2222222222222222,0.22077922077922077
160,0.40828402366863903,0.05660377358490566,0.09883720930232558,0.17045454545454544
162,,,,0.47653061224489796
163,0.6312292358803987,0.5066666666666667,0.2265193370165746,0.5721153846153846
164,0.968,0.6451612903225806,0.6323529411764706,0.9661016949152542
165,0.3018867924528302,0.03225806451612903,0.11764705882352941,0.10526315789473684
166,0.4954954954954955,0.408,0.41333333333333333,0.21951219512195122
167,0.6858638743455497,0.3253968253968254,0.12380952380952381,0.24444444444444444
168,0.625,0.35384615384615387,0.034482758620689655,0.3023255813953488
169,0.5103448275862069,0.35517241379310344,0.22935779816513763,0.5432835820895522
170,0.20430107526881722,0.20212765957446807,0.11290322580645161,0.027777777777777776
171,0.0,0.23255813953488372,0.09090909090909091,0.1917808219178082
172,0.5871559633027523,0.29411764705882354,0.26153846153846155,0.36363636363636365
173,0.7910447761194029,0.22727272727272727,0.5348837209302325,
175,0.4,0.16129032258064516,0.16,
176,0.29292929292929293,0.1619047619047619,0.0625,0.13043478260869565
178,0.0,0.0,0.046511627906976744,0.14285714285714285
180,0.5217391304347826,0.10204081632653061,0.14545454545454545,0.1
181,0.0,0.058823529411764705,0.0,0.0
182,0.5714285714285714,0.22580645161290322,0.23529411764705882,0.2727272727272727
185,0.5611510791366906,0.5824561403508772,0.5060606060606061,0.3157894736842105
186,0.35294117647058826,0.12121212121212122,0.0,0.17475728155339806
189,,,,0.42
190,0.4588235294117647,0.3132530120481928,0.1016949152542373,0.24
192,0.8710217755443886,0.3682170542635659,0.17786561264822134,0.513189448441247
193,,0.0,,0.3076923076923077
194,0.5555555555555556,0.2682926829268293,0.14814814814814814,0.17647058823529413
195,0.30612244897959184,0.09375,0.06315789473684211,0.17142857142857143
196,0.5333333333333333,0.35294117647058826,0.05555555555555555,0.0
198,0.5666666666666667,0.3333333333333333,0.42857142857142855,0.330188679245283
199,0.4295774647887324,0.13478260869565217,0.26223776223776224,0.3010033444816054
200,0.6699029126213593,0.5069124423963134,0.21374045801526717,0.6896551724137931
201,0.33076923076923076,0.21710526315789475,0.18181818181818182,0.225
202,0.5,0.23684210526315788,0.0,0.25
204,0.9674267100977199,0.44696969696969696,0.0975609756097561,0.9065217391304348
205,0.0,0.3684210526315789,,0.09090909090909091
207,0.3333333333333333,0.05405405405405406,0.10526315789473684,0.5256410256410257
208,,,,0.6104783599088838
209,0.6140350877192983,0.13333333333333333,0.05128205128205128,0.28888888888888886
210,0.6296296296296297,0.1111111111111111,0.0,0.375
211,,0.36548223350253806,0.25925925925925924,0.46735395189003437
212,0.2,0.10526315789473684,0.0,0.05555555555555555
213,0.42,0.13580246913580246,0.08955223880597014,0.10989010989010989
214,0.6536144578313253,0.26380368098159507,0.23293172690763053,0.2956521739130435
216,0.7608695652173914,0.5914893617021276,0.12698412698412698,0.6446700507614214
218,0.6551724137931034,0.2857142857142857,0.21153846153846154,0.1891891891891892
219,0.05263157894736842,0.36,0.0967741935483871,0.10869565217391304
220,,,,0.4148936170212766
222,0.4,0.17777777777777778,0.18055555555555555,0.11363636363636363
224,0.6170212765957447,0.2638888888888889,0.2222222222222222,0.3673469387755102
227,0.3263157894736842,0.17204301075268819,0.07792207792207792,0.03571428571428571
228,0.8307692307692308,0.3488372093023256,0.125,0.32142857142857145
229,0.35714285714285715,0.35789473684210527,0.375,0.6111111111111112
230,,,,0.46078431372549017
231,,,,0.24723247232472326
233,0.2753623188405797,0.1956521739130435,0.03125,0.1891891891891892
234,0.7241379310344828,0.7293233082706767,0.6226415094339622,0.4567901234567901
235,0.8627450980392157,0.7596899224806202,0.74,0.6818181818181818
236,0.6187050359712231,0.24719101123595505,0.2028985507246377,0.3382352941176471
238,0.34375,0.11428571428571428,0.16,0.07142857142857142
239,,,,0.42857142857142855
240,0.3473684210526316,0.3786848072562358,0.3052959501557632,0.4593698175787728
241,0.5483870967741935,0.4426229508196721,0.1111111111111111,0.4067796610169492
242,0.42105263157894735,0.0,0.23684210526315788,0.3125
243,0.8320610687022901,0.224,0.18012422360248448,0.6836158192090396
245,0.5470085470085471,0.057971014492753624,0.3026315789473684,0.0945945945945946
247,0.5774647887323944,0.2556390977443609,0.12244897959183673,0.3176470588235294
248,0.6235294117647059,0.3364485981308411,0.1935483870967742,0.6446280991735537
249,0.3484848484848485,0.13636363636363635,0.11538461538461539,0.08333333333333333
250,0.8688524590163934,,0.7050359712230215,0.8133595284872298
251,0.2875,0.36,0.21739130434782608,0.3888888888888889
252,0.6844262295081968,0.26136363636363635,0.2459016393442623,0.3208955223880597
253,0.8346456692913385,0.6162790697674418,0.8632218844984803,0.46153846153846156
254,0.9767141009055628,0.75,0.29914529914529914,0.8154897494305239
255,0.5422535211267606,0.2793017456359102,0.16666666666666666,0.2578616352201258
256,0.43478260869565216,0.08333333333333333,0.17647058823529413,0.26666666666666666
257,0.027777777777777776,0.17647058823529413,0.20987654320987653,0.1774193548387097
258,0.8,0.5533980582524272,0.5502645502645502,0.6702702702702703
259,0.30303030303030304,0.11764705882352941,0.06896551724137931,0.2222222222222222
261,0.2916666666666667,0.1,0.06451612903225806,0.0
262,,,,0.1504424778761062
263,,,,0.6970149253731344
264,,,,0.5096774193548387
266,0.17857142857142858,0.1702127659574468,0.16666666666666666,0.2982456140350877
267,0.2962962962962963,0.15789473684210525,0.0,0.1111111111111111
270,0.72,0.5238095238095238,0.3,0.23333333333333334
271,0.7797356828193832,0.6161879895561357,0.6503067484662577,0.7575757575757576
273,0.36363636363636365,0.3076923076923077,0.0,0.38461538461538464
274,0.5974025974025974,0.41379310344827586,0.029411764705882353,0.45
276,0.5714285714285714,0.25,0.39285714285714285,0.2727272727272727
277,0.8055555555555556,0.047619047619047616,0.125,0.3888888888888889
278,0.6363636363636364,0.0,0.0,0.14285714285714285
279,0.5757575757575758,0.45161290322580644,0.4,0.3225806451612903
281,,,,0.6643835616438356
282,,,,0.5075757575757576
283,0.5263157894736842,0.40540540540540543,0.05263157894736842,0.21428571428571427
284,,,,0.5245901639344263
285,0.4752475247524752,0.21978021978021978,0.07058823529411765,0.35964912280701755
287,0.3939393939393939,0.6274509803921569,0.2037037037037037,0.2028985507246377
288,0.21739130434782608,0.34375,0.28,0.125
289,0.9230769230769231,0.3695652173913043,0.14285714285714285,0.7058823529411765
290,0.05,0.15609756097560976,0.11538461538461539,0.19736842105263158
291,0.8333333333333334,0.3076923076923077,0.34782608695652173,0.5106382978723404
292,,,,0.375
293,,,,0.4082687338501292
294,0.7272727272727273,0.6842105263157895,0.5083333333333333,0.6717948717948717
295,0.8333333333333334,0.2463768115942029,0.26356589147286824,0.44
296,0.6666666666666666,0.23809523809523808,0.057971014492753624,0.16279069767441862
297,0.4090909090909091,0.19658119658119658,0.28708133971291866,0.2631578947368421
298,0.29411764705882354,0.28,0.0,0.0
299,0.0,0.14814814814814814,0.0,0.14285714285714285
300,0.37209302325581395,0.1693548387096774,0.061224489795918366,0.2
301,0.2037037037037037,0.10091743119266056,0.06748466257668712,0.3829787234042553
303,0.08333333333333333,0.0,0.0,0.0
304,0.7751937984496124,0.2564102564102564,0.33497536945812806,0.49382716049382713
305,0.5,0.2222222222222222,0.4158415841584158,0.5138888888888888
306,0.3333333333333333,0.07017543859649122,0.03571428571428571,0.125
307,0.8820224719101124,0.21428571428571427,0.21518987341772153,0.3804347826086957
308,,,,0.3492063492063492
309,0.543859649122807,0.08695652173913043,0.05555555555555555,0.08333333333333333
310,0.59375,0.3609022556390977,0.3783783783783784,0.42342342342342343
311,0.4090909090909091,0.0,0.0,0.1111111111111111
313,0.08333333333333333,0.045454545454545456,0.0,0.058823529411764705
314,0.0,0.08333333333333333,,0.0
318,0.26229508196721313,0.04,0.17142857142857143,0.2549019607843137
322,0.5104895104895105,0.11507936507936507,0.19614147909967847,0.2147239263803681
323,0.22857142857142856,0.07766990291262135,0.15568862275449102,0.1875
324,0.3333333333333333,0.14516129032258066,0.0,0.13333333333333333
325,0.6103896103896104,0.5363636363636364,0.5111111111111111,0.5555555555555556
326,0.5280898876404494,0.15083798882681565,0.14130434782608695,0.2
327,0.4722222222222222,0.7222222222222222,0.5,0.0
328,0.9364161849710982,0.7323943661971831,0.0,0.5135135135135135
329,,,0.22641509433962265,0.7188940092165899
330,0.2222222222222222,0.0,0.0,0.18181818181818182
331,0.8396946564885496,0.7133333333333334,0.6042402826855123,0.6953125
332,0.8609022556390977,0.5371428571428571,0.5825545171339563,0.2976190476190476
333,0.5,0.3111111111111111,0.3269230769230769,0.38235294117647056
334,,,,0.33557046979865773
335,,,,0.3783783783783784
338,0.15,0.09523809523809523,0.0,0.08333333333333333
339,0.6,0.28,0.2653061224489796,0.625
340,,,,0.5121107266435986
341,0.5666666666666667,0.3877551020408163,0.21794871794871795,0.6428571428571429
342,0.3157894736842105,0.3235294117647059,0.0,0.6666666666666666
343,,,,0.474025974025974
344,0.45425867507886436,0.19553072625698323,0.2814207650273224,0.29571984435797666
345,,,,0.46387832699619774
346,0.5454545454545454,0.23076923076923078,0.40350877192982454,0.2857142857142857
347,0.4266666666666667,0.16279069767441862,0.0625,0.19047619047619047
348,0.7560975609756098,0.32558139534883723,0.3181818181818182,0.5732758620689655
349,0.6493506493506493,0.4423076923076923,0.5625,0.125
352,0.125,0.05263157894736842,0.0,0.0
353,0.861878453038674,,0.3867403314917127,0.5050505050505051
355,0.25,0.05555555555555555,0.12121212121212122,0.43333333333333335
356,0.4186046511627907,0.2777777777777778,0.0,0.0
357,0.3978494623655914,0.125,0.4246575342465753,0.15
358,0.46153846153846156,0.15,0.23529411764705882,0.36363636363636365
359,0.3140495867768595,0.08080808080808081,0.16019417475728157,0.3702127659574468
360,0.5625,0.2857142857142857,0.125,0.16666666666666666
361,0.7258064516129032,0.3655913978494624,0.09302325581395349,0.36363636363636365
362,0.5121951219512195,0.55,0.37349397590361444,0.4148148148148148
363,0.6727272727272727,0.11428571428571428,0.02857142857142857,0.28205128205128205
364,0.0,0.09090909090909091,0.0,0.0
365,0.7873303167420814,0.4444444444444444,0.3953488372093023,0.2926829268292683
366,0.3181818181818182,0.09836065573770492,0.08695652173913043,0.11764705882352941
371,0.7271407837445574,0.3850129198966408,0.4942528735632184,0.5392857142857143
372,0.631578947368421,0.4444444444444444,0.0,0.0
374,,,,0.7066666666666667
376,0.17391304347826086,0.30303030303030304,0.09523809523809523,0.09090909090909091
377,0.17647058823529413,0.05555555555555555,0.0,0.15
378,,,,0.3333333333333333
379,0.7096774193548387,0.21428571428571427,0.15,0.2
381,0.3,0.25,0.0,0.16666666666666666
382,0.6796116504854369,0.05952380952380952,0.18181818181818182,0.21428571428571427
383,0.7362637362637363,0.3424657534246575,0.20689655172413793,0.2909090909090909
384,0.42857142857142855,0.1,0.0,0.14285714285714285
385,0.5333333333333333,0.17073170731707318,0.0,0.15384615384615385
387,0.39285714285714285,0.10526315789473684,0.1111111111111111,0.043478260869565216
388,0.753968253968254,0.33125,0.19444444444444445,0.45569620253164556
389,0.5263157894736842,0.25396825396825395,0.28888888888888886,0.5373134328358209
391,0.3333333333333333,0.13333333333333333,0.28,0.46153846153846156
392,0.2727272727272727,0.038461538461538464,0.023255813953488372,0.2413793103448276
393,0.2857142857142857,0.0,0.0,0.0
394,0.512,0.18604651162790697,0.0,0.49019607843137253
395,0.375,0.29411764705882354,0.0,0.0
396,0.4838709677419355,0.21568627450980393,0.07272727272727272,0.03225806451612903
397,0.14285714285714285,0.0,0.0,0.2
398,0.1724137931034483,0.1568627450980392,0.3711340206185567,0.21428571428571427
399,0.5325670498084292,0.32142857142857145,0.4375,0.4068965517241379
401,0.21311475409836064,0.07692307692307693,0.2222222222222222,0.12162162162162163
402,0.5904761904761905,0.2698412698412698,0.3492063492063492,0.4274193548387097
403,0.6214689265536724,0.19117647058823528,0.1958041958041958,
405,0.20689655172413793,0.09090909090909091,,0.25757575757575757
406,0.6470588235294118,0.15384615384615385,0.125,0.38461538461538464
407,,,,0.23076923076923078
408,0.4462809917355372,0.31521739130434784,0.15053763440860216,0.12280701754385964
409,0.6979166666666666,0.041666666666666664,0.0967741935483871,0.09090909090909091
410,0.2987012987012987,0.14285714285714285,0.07462686567164178,0.0
411,0.4838709677419355,0.0,0.0,0.5142857142857142
412,0.35135135135135137,0.14285714285714285,0.16,0.5172413793103449
413,0.34444444444444444,0.109375,0.32142857142857145,0.16216216216216217
415,0.2809917355371901,0.07692307692307693,0.1828793774319066,0.11895910780669144
416,0.125,0.3333333333333333,0.23809523809523808,0.7
417,0.5543478260869565,0.4485981308411215,0.5648854961832062,0.25
418,0.0,0.2916666666666667,0.13043478260869565,0.0
419,0.26136363636363635,0.26804123711340205,0.24193548387096775,0.2391304347826087
420,0.423728813559322,0.0625,0.0,0.0
422,0.2692307692307692,0.2,0.0,0.08333333333333333
423,0.5519713261648745,0.25,0.07407407407407407,0.08641975308641975
425,0.35,0.16666666666666666,0.07142857142857142,0.0
426,0.5652173913043478,0.0625,,0.21052631578947367
427,0.19047619047619047,0.1111111111111111,0.0,0.5
429,0.5555555555555556,0.45,0.33663366336633666,0.18181818181818182
430,0.0,0.0,0.0,0.0
431,0.47413793103448276,0.13636363636363635,0.0,0.125
432,0.591304347826087,0.2073170731707317,0.16,0.29411764705882354
434,0.6666666666666666,0.19597989949748743,0.2786885245901639,0.5850746268656717
435,0.6167400881057269,0.08536585365853659,0.16521739130434782,0.2553763440860215
436,0.2826086956521739,0.24774774774774774,0.2692307692307692,0.24390243902439024
437,0.6132596685082873,0.3300970873786408,0.26136363636363635,0.2608695652173913
440,,,,0.6410256410256411
441,0.36585365853658536,0.18681318681318682,0.25862068965517243,0.07142857142857142
442,0.6363636363636364,0.0,0.07142857142857142,0.3157894736842105
444,0.51,0.0625,0.019230769230769232,0.08333333333333333
446,0.17391304347826086,0.0,0.0,0.25
447,,,,0.24345549738219896
448,0.6956521739130435,0.27488151658767773,0.22413793103448276,0.36416184971098264
449,0.08571428571428572,0.27586206896551724,0.05,0.2653061224489796
450,0.8401360544217688,0.5910780669144982,0.2215909090909091,0.4386792452830189
451,0.881578947368421,0.6468085106382979,0.6475095785440613,0.7764227642276422
452,0.37888198757763975,0.24120603015075376,0.10843373493975904,0.2222222222222222
454,0.30434782608695654,0.3333333333333333,0.09090909090909091,0.4583333333333333
455,0.3815789473684211,0.125,0.17346938775510204,0.475
456,0.4444444444444444,0.35294117647058826,0.08333333333333333,0.0
457,0.1951219512195122,0.045454545454545456,0.0,0.14285714285714285
458,,,,0.2638888888888889
460,0.6875,0.4489795918367347,0.21428571428571427,0.5416666666666666
461,0.21153846153846154,0.24528301886792453,0.08928571428571429,0.09433962264150944
462,0.38961038961038963,0.24390243902439024,0.26153846153846155,0.2926829268292683
463,,,,0.21428571428571427
464,0.5387453874538746,0.3902439024390244,0.14537444933920704,0.12745098039215685
465,0.5769230769230769,0.16666666666666666,0.14285714285714285,0.16666666666666666
466,0.4915254237288136,0.4117647058823529,0.10256410256410256,0.4827586206896552
469,0.77431906614786,0.14960629921259844,0.19753086419753085,0.6101694915254238
470,,,,0.6306620209059234
471,0.2,,0.23255813953488372,0.12727272727272726
472,0.5523809523809524,0.2553191489361702,0.2235294117647059,0.1111111111111111
473,0.6923076923076923,0.5416666666666666,0.1875,0.38461538461538464
474,0.15384615384615385,0.03571428571428571,,0.20346320346320346
476,0.075,0.19767441860465115,0.021739130434782608,0.09433962264150944
477,,,,0.2857142857142857
478,0.47191011235955055,0.30708661417322836,0.3741935483870968,0.425531914893617
479,0.5,0.2857142857142857,0.40963855421686746,0.11764705882352941
481,0.6869565217391305,0.2857142857142857,0.04838709677419355,0.35555555555555557
482,0.6923076923076923,0.30434782608695654,0.0,0.2692307692307692
483,0.21951219512195122,0.22448979591836735,0.08888888888888889,0.13157894736842105
484,0.7283950617283951,0.6376811594202898,0.09,0.8567164179104477
487,0.4,0.1,0.125,0.4
489,0.4,0.3225806451612903,0.2549019607843137,0.22857142857142856
490,0.6,0.13953488372093023,0.4657534246575342,0.7021276595744681
492,0.07142857142857142,0.0,0.0,0.36363636363636365
494,0.3815789473684211,0.19148936170212766,0.02564102564102564,0.28205128205128205
495,0.4523809523809524,0.21875,0.20408163265306123,0.10256410256410256
497,0.5172413793103449,0.5555555555555556,0.1134453781512605,0.46774193548387094
498,0.8125,0.3898305084745763,0.14285714285714285,0.4576271186440678
499,0.5645161290322581,0.19047619047619047,0.24427480916030533,0.46923076923076923
501,0.7333333333333333,0.22972972972972974,0.1827956989247312,0.25925925925925924
503,,0.42105263157894735,0.48128342245989303,0.5379746835443038
504,0.4666666666666667,0.19230769230769232,0.15789473684210525,0.5
505,0.3728813559322034,0.23684210526315788,0.18181818181818182,0.3448275862068966
506,0.7879518072289157,0.19642857142857142,0.22842639593908629,0.5690140845070423
507,0.5,0.1643835616438356,0.1,0.24074074074074073
508,0.6842105263157895,,0.45989304812834225,0.6561085972850679
509,0.04,0.0,0.0,0.0
510,,,,0.19680851063829788
511,0.2830188679245283,0.11538461538461539,0.09210526315789473,0.2222222222222222
512,0.8455882352941176,0.2552083333333333,0.4863013698630137,0.1111111111111111
514,0.5,0.29878048780487804,0.14393939393939395,0.3763440860215054
515,0.84251968503937,0.3442622950819672,0.07608695652173914,0.3333333333333333
518,0.3153153153153153,0.13861386138613863,0.03076923076923077,0.18292682926829268
519,0.5333333333333333,0.125,0.043478260869565216,0.2545454545454545
520,0.5789473684210527,0.3181818181818182,0.0,0.0
521,0.3076923076923077,0.022727272727272728,0.0,0.0
522,,,,0.45698924731182794
523,0.4090909090909091,0.0,,0.21739130434782608
524,0.18181818181818182,0.11842105263157894,0.3629032258064516,0.15384615384615385
526,,,,0.2785714285714286
528,0.5217391304347826,0.08860759493670886,0.08974358974358974,0.15555555555555556
529,0.2222222222222222,0.0975609756097561,0.08,0.0
531,0.29120879120879123,0.21621621621621623,0.16216216216216217,0.2982456140350877
533,0.21153846153846154,0.12941176470588237,0.05084745762711865,0.11842105263157894
534,0.3870967741935484,0.20512820512820512,0.0,0.3088235294117647
535,,,,0.23114355231143552
536,0.75,0.14814814814814814,0.0,0.22857142857142856
537,0.3770491803278688,0.12359550561797752,0.07894736842105263,0.24299065420560748
538,0.4,0.09302325581395349,0.024390243902439025,0.14285714285714285
539,0.8076923076923077,0.4,0.35714285714285715,0.85
540,0.24,0.1981981981981982,0.1935483870967742,0.29333333333333333
542,0.6473684210526316,0.2169811320754717,0.26422764227642276,0.4975609756097561
543,0.22580645161290322,0.15555555555555556,0.0811965811965812,0.14220183486238533
546,0.37373737373737376,0.31221719457013575,0.12048192771084337,0.4318181818181818
547,0.2,0.1875,0.17587939698492464,0.16326530612244897
548,0.29508196721311475,0.08695652173913043,0.1503267973856209,0.09259259259259259
549,0.5106382978723404,0.07142857142857142,0.1935483870967742,0.15384615384615385
550,0.5357142857142857,0.1111111111111111,0.2727272727272727,0.32894736842105265
551,0.45652173913043476,0.48148148148148145,0.29577464788732394,0.12121212121212122
552,0.0,0.16666666666666666,0.13333333333333333,0.0
554,0.6094182825484764,0.5085158150851582,0.36941176470588233,0.5646551724137931
555,0.6038961038961039,0.47191011235955055,0.021739130434782608,0.1875
556,0.8409090909090909,0.8181818181818182,0.0,0.7
557,0.1864406779661017,0.33962264150943394,0.0,0.0
558,0.2222222222222222,,0.41935483870967744,0.3181818181818182
559,0.6724137931034483,0.40384615384615385,0.44776119402985076,0.0
561,0.6583850931677019,0.6736111111111112,0.25,0.4745762711864407
562,0.5632183908045977,0.3072289156626506,0.2582781456953642,0.32272727272727275
563,0.0,0.03571428571428571,0.28,0.3466666666666667
564,0.3076923076923077,0.14285714285714285,0.0,0.0
565,0.7049180327868853,0.10526315789473684,0.1956521739130435,0.2631578947368421
566,0.7659574468085106,0.20175438596491227,0.1388888888888889,0.6781609195402298
567,0.22916666666666666,0.15384615384615385,0.2631578947368421,0.38461538461538464
568,0.2857142857142857,0.05263157894736842,0.16,0.24390243902439024
569,0.4583333333333333,0.15384615384615385,0.3409090909090909,0.38095238095238093
